CREATED,UPDATED,PRECISION,ACCURACY,CAP_SCALE,X,Y,COMPILER,DES_REF,DES_TITLE,DES_TYPE,DESIGNATED,AMENDED,LINK,LEGISLATIO,CLASS,LOCAL_AUTH,PARISH,CATEGORY,Shape_Leng,Shape_Area,AREA
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,320270,630919,Historic Environment Scotland,SM3053,"Langhaugh,settlement 130m SSE of",Scheduled Monument,1971-10-20,,http://portal.historicenvironment.scot/designation/SM3053,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Manor,Prehistoric domestic and defensive: settlement,229.148106664,3881.25980879,3881.25980879
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,348708,630885,Historic Environment Scotland,SM2295,"Lindean,earthwork",Scheduled Monument,1963-03-12,,http://portal.historicenvironment.scot/designation/SM2295,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Galashiels,Prehistoric domestic and defensive: enclosure (domestic or defensive),261.779634497,4693.60929215,4693.60929215
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,188438,630875,Historic Environment Scotland,SM5962,"Caves,S of King's Cave,Isle of Arran",Scheduled Monument,1994-04-25,,http://portal.historicenvironment.scot/designation/SM5962,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Crosses and carved stones: inscribed stone; Prehistoric domestic and defensive: cave; Prehistoric ritual and funerary: stone setting,244.9755739,3305.06109284,3305.06109284
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,348341,630815,Historic Environment Scotland,SM3246,"Lindean,old church",Scheduled Monument,1972-12-26,,http://portal.historicenvironment.scot/designation/SM3246,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Galashiels,Ecclesiastical: church,193.475578303,2364.44114983,2364.44114983
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,166880,630790,Historic Environment Scotland,SM209,"Killocraw,cup marked stone 800m E of",Scheduled Monument,1936-10-15,,http://portal.historicenvironment.scot/designation/SM209,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Killean and Kilchenzie,Prehistoric ritual and funerary: cupmarks or cup-and-ring marks and similar rock art,30.2513578677,72.8228751899,72.8228751899
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312756,630758,Historic Environment Scotland,SM8165,"Hopecarton, buildings 250m SSE of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8165,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Secular: domestic buildings,175.211761624,1958.91494305,1958.91494305
2001-01-01,2017-10-11,Within 2.5m,Location Digitised on OS MasterMap,2500,311120,630723,Historic Environment Scotland,SM2768,"Worm Hill,cairn",Scheduled Monument,1969-01-31,,http://portal.historicenvironment.scot/designation/SM2768,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,"Broughton, Glenholm and Kilbucho",Prehistoric ritual and funerary: cairn (type uncertain),47.1237827491,176.713783855,176.713783855
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,319410,630717,Historic Environment Scotland,SM3054,"Kirkhope,crossbase,tower & associated structures 500m WSW of",Scheduled Monument,1971-10-20,,http://portal.historicenvironment.scot/designation/SM3054,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Manor,"Crosses and carved stones: cross (free-standing); Secular: settlement, including deserted, depopulated and townships",307.692590407,6141.55462819,6141.55462819
2001-01-01,2015-06-05,Within 1m,Location Digitised on OS MasterMap,2500,166740,630690,Historic Environment Scotland,SM3647,"Killocraw, cairn 640m E of",Scheduled Monument,1975-04-01,1996-11-15,http://portal.historicenvironment.scot/designation/SM3647,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Killean and Kilchenzie,Prehistoric ritual and funerary: cairn (type uncertain),172.58007805,2364.42769741,2364.42769741
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,331004,630676,Historic Environment Scotland,SM2960,"Blake Muir,platform settlement",Scheduled Monument,1970-10-05,,http://portal.historicenvironment.scot/designation/SM2960,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Traquair,Prehistoric domestic and defensive: platform settlement,1007.22077064,50791.533153,50791.533153
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,165728,630645,Historic Environment Scotland,SM3663,"Dun Fhinn,dun 300m W of Killocraw",Scheduled Monument,1975-04-09,,http://portal.historicenvironment.scot/designation/SM3663,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Killean and Kilchenzie,Prehistoric domestic and defensive: dun,129.082777137,1325.91226552,1325.91226552
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312655,630613,Historic Environment Scotland,SM8156,"Hopecarton, enclosure 410m SSW of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8156,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: enclosure (domestic or defensive),79.337124161,500.877205196,500.877205196
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,313045,630595,Historic Environment Scotland,SM3065,"Hopecarton, settlement 530m SE of",Scheduled Monument,1971-10-21,1999-11-02,http://portal.historicenvironment.scot/designation/SM3065,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: settlement,185.723977542,2007.89723584,2007.89723584
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,294293,630572,Historic Environment Scotland,SM4261,"Dungavel Hill,cairn",Scheduled Monument,1981-11-20,,http://portal.historicenvironment.scot/designation/SM4261,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Wiston and Roberton,Prehistoric ritual and funerary: cairn (type uncertain),62.831040746,314.143152048,314.143152048
2001-01-01,2012-10-28,Within 1m,Location Digitised on OS MasterMap,2500,166503,630560,Historic Environment Scotland,SM3664,"Killocraw, cairn 450m ESE of",Scheduled Monument,1975-04-01,1996-11-15,http://portal.historicenvironment.scot/designation/SM3664,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Killean and Kilchenzie,Prehistoric ritual and funerary: cairn (type uncertain),172.58002817,2364.42633062,2364.42633062
2001-01-01,2012-03-21,Within 1m,Location Digitised on OS MasterMap,2500,319546,630521,Historic Environment Scotland,SM3050,"The Bank, settlement 485m SW of Kirkhope",Scheduled Monument,1971-10-20,2012-03-21,http://portal.historicenvironment.scot/designation/SM3050,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Manor,Prehistoric domestic and defensive: enclosure (domestic or defensive),427.787656719,10051.4769258,10051.4769258
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,299298,630417,Historic Environment Scotland,SM4344,"Baitlaws,cairn 750m ENE of",Scheduled Monument,1981-08-26,,http://portal.historicenvironment.scot/designation/SM4344,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric ritual and funerary: cairn (type uncertain),76.6528839823,467.558450906,467.558450906
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,189294,630375,Historic Environment Scotland,SM4414,"Torr Righ Mor,hut circles and cultivation remains S of",Scheduled Monument,1987-06-08,,http://portal.historicenvironment.scot/designation/SM4414,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric domestic and defensive: field or field system,6429.51302603,999420.258614,999420.258614
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311646,630236,Historic Environment Scotland,SM2943,"Easter Stanhope,homestead 780m NW of",Scheduled Monument,1970-10-05,,http://portal.historicenvironment.scot/designation/SM2943,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,"Broughton, Glenholm and Kilbucho",Prehistoric domestic and defensive: homestead,275.324083874,4720.37513773,4720.37513773
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312393,630194,Historic Environment Scotland,SM8162,"Stanhope Cottage, burial cairn 240m NNE of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8162,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric ritual and funerary: cairn (type uncertain),118.008534872,1108.16698344,1108.16698344
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,240694,630111,Historic Environment Scotland,SM2192,"Barnweill,homestead moat",Scheduled Monument,1962-01-22,1990-10-15,http://portal.historicenvironment.scot/designation/SM2192,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Craigie,Secular: homestead moat,218.987473892,2871.61767234,2871.61767234
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,234401,630089,Historic Environment Scotland,SM7886,"Crosbie House, remains of",Scheduled Monument,1998-12-15,,http://portal.historicenvironment.scot/designation/SM7886,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Dundonald,Secular: castle,122.431390958,932.846219833,932.846219833
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,340295,630050,Historic Environment Scotland,SM2226,"Hangingshaw,earthwork",Scheduled Monument,1962-03-30,,http://portal.historicenvironment.scot/designation/SM2226,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Yarrow,Prehistoric domestic and defensive: enclosure (domestic or defensive),111.64721484,991.913889902,991.913889902
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312403,630023,Historic Environment Scotland,SM3153,"Stanhope, scooped settlement and enclosure NNE of",Scheduled Monument,1972-06-27,1999-11-02,http://portal.historicenvironment.scot/designation/SM3153,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: scooped settlement,522.565900303,12762.3389431,12762.3389431
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,346429,629957,Historic Environment Scotland,SM2234,"Linglie,fort",Scheduled Monument,1962-04-03,,http://portal.historicenvironment.scot/designation/SM2234,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Prehistoric domestic and defensive: fort (includes hill and promontory fort),335.096686962,8376.24371328,8376.24371328
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,353740,629914,Historic Environment Scotland,SM2291,"Faldonside to Kippielaw,linear earthwork",Scheduled Monument,1963-02-20,,http://portal.historicenvironment.scot/designation/SM2291,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Bowden,Prehistoric domestic and defensive: linear earthwork,9987.02852554,131995.866788,131995.866788
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312284,629913,Historic Environment Scotland,SM8155,"Stanhope, settlement 160m N of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8155,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: settlement; Secular: domestic buildings,303.312199828,5888.05089828,5888.05089828
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,240506,629905,Historic Environment Scotland,SM5262,Barnweill Church,Scheduled Monument,1992-03-30,,http://portal.historicenvironment.scot/designation/SM5262,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Craigie,Ecclesiastical: church,51.5070265241,149.688566271,149.688566271
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,344527,629755,Historic Environment Scotland,SM2215,"Long Philip Burn,earthwork",Scheduled Monument,1962-03-27,,http://portal.historicenvironment.scot/designation/SM2215,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Prehistoric domestic and defensive: enclosure (domestic or defensive),93.1450710964,690.395479625,690.395479625
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,310986,629748,Historic Environment Scotland,SM3025,"Patervan,fort,settlement & cultivation terraces 1050m NNW of",Scheduled Monument,1971-05-27,,http://portal.historicenvironment.scot/designation/SM3025,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,"Broughton, Glenholm and Kilbucho",Prehistoric domestic and defensive: cultivation terraces,1270.9739275,46672.8544431,46672.8544431
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,312168,629570,Historic Environment Scotland,SM8164,"Stanhope, farmsteads SSW of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8164,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Secular: farmstead,424.796065173,7302.76118479,7302.76118479
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311998,629527,Historic Environment Scotland,SM2675,"Stanhope, fort, scooped settlement and enclosed settlements SW of",Scheduled Monument,1968-07-17,1999-11-15,http://portal.historicenvironment.scot/designation/SM2675,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: fort (includes hill and promontory fort),573.700657424,19622.5626432,19622.5626432
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,258348,629522,Historic Environment Scotland,SM2924,"Blacksidend,cairn",Scheduled Monument,1970-10-02,,http://portal.historicenvironment.scot/designation/SM2924,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,East Ayrshire,Sorn,Prehistoric ritual and funerary: cairn (type uncertain),212.484000366,3592.78180509,3592.78180509
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,344803,629450,Historic Environment Scotland,SM2216,"Corby Linn,earthwork",Scheduled Monument,1962-03-27,,http://portal.historicenvironment.scot/designation/SM2216,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Prehistoric domestic and defensive: enclosure (domestic or defensive),224.370639526,4005.99182686,4005.99182686
2001-01-01,2018-01-12,Within 2.5m,Location Digitised on OS MasterMap with Aerial Photography,5000,275074,629402,Historic Environment Scotland,SM2931,"Glenbuck Ironworks, 470m NW of Glenbuck Home Farm",Scheduled Monument,1970-10-02,2018-01-12,http://portal.historicenvironment.scot/designation/SM2931,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,East Ayrshire,Muirkirk,"Industrial: kiln, furnace, oven",1077.37654303,36845.490724,36845.490724
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,342078,629391,Historic Environment Scotland,SM1729,"Newark Castle,Philiphaugh",Scheduled Monument,1937-05-14,,http://portal.historicenvironment.scot/designation/SM1729,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Secular: castle,209.086465691,2646.10404787,2646.10404787
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311623,629331,Historic Environment Scotland,SM3262,"Stanhope, enclosed settlement 800m SW of",Scheduled Monument,1972-12-26,1999-11-02,http://portal.historicenvironment.scot/designation/SM3262,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: enclosure (domestic or defensive),217.154407628,3752.45655076,3752.45655076
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,299342,629302,Historic Environment Scotland,SM4297,"Broadhill End,cairn",Scheduled Monument,1980-10-23,,http://portal.historicenvironment.scot/designation/SM4297,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric ritual and funerary: cairn (type uncertain),95.6372148702,727.833469051,727.833469051
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311579,629270,Historic Environment Scotland,SM8204,"Stanhope, unenclosed platform settlement 850m SW of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8204,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: platform settlement,127.72731758,1102.60076589,1102.60076589
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,188607,629264,Historic Environment Scotland,SM4415,"The Doon,fort and standing stones",Scheduled Monument,1987-06-08,,http://portal.historicenvironment.scot/designation/SM4415,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric domestic and defensive: fort (includes hill and promontory fort); Prehistoric ritual and funerary: stone circle or ring,1076.53422488,65680.802402,65680.802402
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311724,629149,Historic Environment Scotland,SM4253,"Norman's Castle, dun 830m SW of Stanhope",Scheduled Monument,1980-04-28,1999-11-02,http://portal.historicenvironment.scot/designation/SM4253,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: dun,192.901812969,2432.32889258,2432.32889258
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296245,628963,Historic Environment Scotland,SM4512,"Devonshaw Hill,enclosure 300m NNE of summit",Scheduled Monument,1988-07-06,,http://portal.historicenvironment.scot/designation/SM4512,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric domestic and defensive: enclosure (domestic or defensive),158.038580035,1857.61813066,1857.61813066
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296721,628927,Historic Environment Scotland,SM4243,"Devonshaw Hill,cairn 700m ENE of",Scheduled Monument,1980-02-25,,http://portal.historicenvironment.scot/designation/SM4243,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric ritual and funerary: cairn (type uncertain),97.6847417902,759.33190586,759.33190586
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,201757,628897,Historic Environment Scotland,SM403,"Meallach's Grave,long cairn,Monamore Glen",Scheduled Monument,1953-07-29,,http://portal.historicenvironment.scot/designation/SM403,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilbride,Prehistoric ritual and funerary: long cairn,98.5553764391,770.263691376,770.263691376
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311209,628864,Historic Environment Scotland,SM8157,"Patervan, burial cairn and buildings N of",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8157,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric ritual and funerary: cairn (type uncertain); Secular: domestic buildings,225.737267599,3074.72993205,3074.72993205
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295106,628786,Historic Environment Scotland,SM8775,"The Bower of Wandel, Tower.",Scheduled Monument,2000-02-28,,http://portal.historicenvironment.scot/designation/SM8775,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Secular: tower,307.97422196,5635.96187773,5635.96187773
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,294262,628708,Historic Environment Scotland,SM2596,"Castle Dykes,earthwork,Roberton",Scheduled Monument,1967-06-30,,http://portal.historicenvironment.scot/designation/SM2596,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Wiston and Roberton,Prehistoric domestic and defensive: enclosure (domestic or defensive),581.443280649,18021.0757728,18021.0757728
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296149,628689,Historic Environment Scotland,SM4235,"Devonshaw Hill,cairn",Scheduled Monument,1980-01-09,,http://portal.historicenvironment.scot/designation/SM4235,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric ritual and funerary: cairn (type uncertain),94.2571850818,706.980275357,706.980275357
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,349781,628592,Historic Environment Scotland,SM1724,"Bell Hill,fort 910m NE of Smedheugh",Scheduled Monument,1939-04-12,,http://portal.historicenvironment.scot/designation/SM1724,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Prehistoric domestic and defensive: fort (includes hill and promontory fort),425.573489106,12375.7763383,12375.7763383
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311249,628543,Historic Environment Scotland,SM3215,"Patervan, settlement SSE of",Scheduled Monument,1972-06-30,,http://portal.historicenvironment.scot/designation/SM3215,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: settlement,172.57825418,2336.65036403,2336.65036403
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,178517,628511,Historic Environment Scotland,SM3225,"Ugadale Point,dun",Scheduled Monument,1972-06-30,,http://portal.historicenvironment.scot/designation/SM3225,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric domestic and defensive: dun,155.730015215,1929.84683096,1929.84683096
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,289620,628503,Historic Environment Scotland,SM4511,"Wildshaw Hill,cairn 500m WSW of summit",Scheduled Monument,1988-03-31,,http://portal.historicenvironment.scot/designation/SM4511,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Wiston and Roberton,Prehistoric ritual and funerary: cairn (type uncertain),94.2465834833,706.822446048,706.822446048
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,235012,628469,Historic Environment Scotland,SM4488,"Nethermuir,homestead and enclosure 250m SW of",Scheduled Monument,1988-03-28,,http://portal.historicenvironment.scot/designation/SM4488,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Monkton and Prestwick,Prehistoric domestic and defensive: homestead,425.555852214,10355.4200037,10355.4200037
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,363096,628385,Historic Environment Scotland,SM2883,"Muirhouselaw,homestead moat",Scheduled Monument,1969-12-24,,http://portal.historicenvironment.scot/designation/SM2883,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Maxton,Secular: homestead moat,524.493141221,15299.8001731,15299.8001731
2011-03-31,,Within 1m,Location Digitised on OS MasterMap,2500,345589,628360,Historic Environment Scotland,SM12981,"Philiphaugh, settlement and burial ground 150m S of Calton Cottage",Scheduled Monument,2011-03-31,,http://portal.historicenvironment.scot/designation/SM12981,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,"Ecclesiastical: burial ground, cemetery, graveyard; Secular: settlement, including deserted, depopulated and townships",690.944751875,29592.2574084,29592.2574084
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295388,628343,Historic Environment Scotland,SM2502,"Devonshaw Hill,fort 500m NE of Woodend Farm",Scheduled Monument,1967-07-18,,http://portal.historicenvironment.scot/designation/SM2502,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Lamington and Wandel,Prehistoric domestic and defensive: fort (includes hill and promontory fort),328.265053658,8085.49194914,8085.49194914
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,205604,628268,Historic Environment Scotland,SM3379,"Kingscross,Viking burial mound & dun",Scheduled Monument,1973-12-31,,http://portal.historicenvironment.scot/designation/SM3379,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilbride,Prehistoric domestic and defensive: dun; Prehistoric ritual and funerary: cairn (type uncertain),228.479779249,3178.0869581,3178.0869581
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,314147,628214,Historic Environment Scotland,SM8159,"Stanhope, unenclosed platform settlement SE of Shaw Burn",Scheduled Monument,1999-11-02,,http://portal.historicenvironment.scot/designation/SM8159,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: platform settlement,500.201256936,10025.5424138,10025.5424138
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,311181,628184,Historic Environment Scotland,SM3216,"Chester Knowes, enclosure",Scheduled Monument,1972-06-30,,http://portal.historicenvironment.scot/designation/SM3216,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: enclosure (domestic or defensive),227.495232634,3954.0789393,3954.0789393
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,307031,628141,Historic Environment Scotland,SM3086,"Tripans Knowe,enclosure",Scheduled Monument,1971-12-28,,http://portal.historicenvironment.scot/designation/SM3086,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,"Broughton, Glenholm and Kilbucho",Prehistoric domestic and defensive: enclosure (domestic or defensive),124.035792227,1224.25598726,1224.25598726
2015-01-13,2015-07-28,Within 1m,Location Digitised on OS MasterMap,2500,347002,628095,Historic Environment Scotland,SM2967,"Peel Hill, motte and bailey castle, Selkirk",Scheduled Monument,1970-10-06,2015-07-08,http://portal.historicenvironment.scot/designation/SM2967,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Secular: motte,455.054395179,14268.1027084,14268.1027084
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385192,628046,Historic Environment Scotland,SM4668,"Burnt Humbleton,fort",Scheduled Monument,1989-05-22,,http://portal.historicenvironment.scot/designation/SM4668,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Yetholm,Prehistoric domestic and defensive: fort (includes hill and promontory fort),861.919477601,45145.8539314,45145.8539314
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,314684,627999,Historic Environment Scotland,SM3290,"Stanhope,platform settlement,field system & farmstead S of Taberon Law",Scheduled Monument,1973-07-20,,http://portal.historicenvironment.scot/designation/SM3290,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Drumelzier,Prehistoric domestic and defensive: field or field system; Secular: farmstead,1017.68341762,39089.4909899,39089.4909899
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,169561,627970,Historic Environment Scotland,SM3180,"Tangy Loch,fortified dwelling",Scheduled Monument,1972-06-28,,http://portal.historicenvironment.scot/designation/SM3180,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Killean and Kilchenzie,Secular: domestic buildings,72.1286870251,392.873596084,392.873596084
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,294387,627963,Historic Environment Scotland,SM5451,"Hillend,enclosures 250m ENE of",Scheduled Monument,1992-11-18,,http://portal.historicenvironment.scot/designation/SM5451,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Wiston and Roberton,Prehistoric domestic and defensive: enclosure (domestic or defensive); Prehistoric ritual and funerary: henge,497.443509516,16088.0586313,16088.0586313
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,263478,627963,Historic Environment Scotland,SM5405,"Chapelhouse,chapel and farmstead",Scheduled Monument,1992-08-12,,http://portal.historicenvironment.scot/designation/SM5405,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,East Ayrshire,Muirkirk,Ecclesiastical: chapel; Secular: farmstead,296.773702943,5551.28387713,5551.28387713
2001-01-01,2018-04-17,Within 5m,Location Digitised on OS MasterMap with Aerial Photography,2500,236441,627891,Historic Environment Scotland,SM5261,"Whiteside, settlement 120m WSW of",Scheduled Monument,1992-04-06,2018-04-17,http://portal.historicenvironment.scot/designation/SM5261,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Monkton and Prestwick,Prehistoric domestic and defensive: settlement,382.248511961,10282.2665772,10282.2665772
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,343990,627815,Historic Environment Scotland,SM2213,"Philiphaugh,linear earthwork",Scheduled Monument,1962-03-27,,http://portal.historicenvironment.scot/designation/SM2213,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Selkirk,Prehistoric domestic and defensive: linear earthwork,318.164062,4340.02866979,4340.02866979
