lon	lat	id	title	start	ccodes	aat_types	types	title_source
-2.129010303	55.36546716	1008278	Romano-British settlement, 300m south east of Hosedon Linn	14/07/1980	GB	300004790	listed building	Historic England
-2.11885623	55.36435466	1008281	Camp Knowe univallate hillfort, 700m north-west of Clennell	01/11/1966	GB	300004790	listed building	Historic England
-2.16842258	55.3637064	1017759	Two deserted medieval hamlets and part of an associated field system, 830m east of Shillmoor	23/08/1978	GB	300004790	listed building	Historic England
-1.862711649	55.36318841	1014065	Defended settlement, 400m north west of Rough Castles	19/01/1967	GB	300004790	listed building	Historic England
-2.130554888	55.36228178	1008272	Clennell Street palisaded settlement	14/11/1984	GB	300004790	listed building	Historic England
-2.162204286	55.36172729	1015851	Passpeth Sike deserted medieval hamlet, 1.2km east of Shillmoor	23/08/1978	GB	300004790	listed building	Historic England
-2.211813398	55.3605786	1017725	Ring cairn and round cairn on Turf Hill	24/02/1998	GB	300004790	listed building	Historic England
-2.12441743	55.36017616	1008280	Medieval farmstead, 650m north west of Clennell	29/03/1994	GB	300004790	listed building	Historic England
-1.643957408	55.35883311	1006502	Low Buston medieval settlement, 231m south east of Low Buston Hall	11/11/1954	GB	300004790	listed building	Historic England
-2.310049105	55.35871851	1008282	Outer Golden Pot medieval wayside cross	12/04/1994	GB	300004790	listed building	Historic England
-2.173604004	55.35810249	1016471	Medieval and later dispersed settlement, 730m north and 860m north of Linbriggs	23/08/1978	GB	300004790	listed building	Historic England
-2.127414941	55.35788702	1008271	Iron Age defended settlement and later Romano-British settlement on Gallow Law, 600m north of Alwinton Farm	24/03/1994	GB	300004790	listed building	Historic England
-2.169605101	55.35562974	1015524	Linbrig deserted medieval village, 540m north of Linbriggs	10/11/1964	GB	300004790	listed building	Historic England
-2.201744716	55.35335419	1017726	Ring cairn 240m north east of Old Quickening Cote	24/02/1998	GB	300004790	listed building	Historic England
-2.297704163	55.35062773	1008284	Middle Golden Pot medieval wayside cross	12/04/1994	GB	300004790	listed building	Historic England
-2.17934734	55.35067779	1011416	Deserted medieval village 320m west of Quickening Cote	10/11/1964	GB	300004790	listed building	Historic England
-2.344141129	55.34976323	1014078	Round cairn, 240m east of Ravens Pike	29/04/1996	GB	300004790	listed building	Historic England
-1.822387339	55.35010971	1418801	Prehistoric rock art 315m NNW of Wellhope	07/04/2014	GB	300004790	listed building	Historic England
-1.610064267	55.34947798	1020741	Warkworth Bridge and defensive gateway	06/04/1929	GB	300004790	listed building	Historic England
-2.348135749	55.34945644	1018938	Round cairn on Ravens Pike	03/07/2000	GB	300004790	listed building	Historic England
-2.194050582	55.34969037	1008435	Round cairn, 650m ESE of Old Quickening Cote	02/06/1994	GB	300004790	listed building	Historic England
-1.620779743	55.34704111	1011648	Warkworth Castle hermitage	09/10/1981	GB	300004790	listed building	Historic England
-2.136631593	55.34753223	1018937	Defended settlement, field system, cairnfield, round cairn and medieval settlement, 300m south east of Barrow	03/07/2000	GB	300004790	listed building	Historic England
-2.295748821	55.34582061	1008882	Roman camp, 1.05km north of Featherwood	22/03/1962	GB	300004790	listed building	Historic England
-1.611945467	55.34518885	1011649	Warkworth Castle motte and bailey castle, tower keep castle and collegiate church	09/07/1915	GB	300004790	listed building	Historic England
-2.190748998	55.34537965	1008985	Green Gairs round cairn	06/09/1994	GB	300004790	listed building	Historic England
-2.285056297	55.34436388	1008881	Roman camp, 900m NNE of Featherwood	22/03/1962	GB	300004790	listed building	Historic England
-1.802223093	55.34257459	1015635	Cairnfield including ring cairn and cup and ring marked rocks 500m north west of Snook Bank	15/04/1997	GB	300004790	listed building	Historic England
-1.925941195	55.34260265	1008691	Cairn 1250m north-east of Cartington Castle	25/02/1993	GB	300004790	listed building	Historic England
-2.219930758	55.34205874	1008567	Crigdon Hill round cairn	12/04/1994	GB	300004790	listed building	Historic England
-1.611099844	55.34066297	1014744	St Mary Magdalene's medieval chapel and associated earthworks, 90m north of Mauldin	31/12/1987	GB	300004790	listed building	Historic England
-1.924656845	55.34018875	1008689	Cairn 1150m north-east of Cartington Castle	03/03/1993	GB	300004790	listed building	Historic England
-1.924260388	55.33874569	1008690	Cairn 1110m north-east of Cartington Castle	25/02/1993	GB	300004790	listed building	Historic England
-2.107899118	55.33729348	1020386	Motte and bailey castle and shell keep castle at Harbottle	26/11/1932	GB	300004790	listed building	Historic England
-1.539534075	55.33395186	1014734	Monastic cell and medieval tower on Coquet Island	19/08/1938	GB	300004790	listed building	Historic England
-1.939800647	55.3347479	1011611	Cartington Castle at Cartington Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.274081266	55.33425103	1021029	Observation post 780m north west of Blackburn Crag	06/10/2003	GB	300004790	listed building	Historic England
-1.913082155	55.33449358	1011632	Cairn 500m west of Debdon Farm	20/07/1933	GB	300004790	listed building	Historic England
-2.250718548	55.33363574	1021028	Observation post 140m north west of Ridlees Cairn	06/10/2003	GB	300004790	listed building	Historic England
-1.634147111	55.33321382	1014482	Cup and ring marked rock 430m north of Morwick Hall	20/07/1933	GB	300004790	listed building	Historic England
-1.74759923	55.33323707	1003764	Camp 500yds (460m) NW of Chesterhill	08/03/1963	GB	300004790	listed building	Historic England
-1.913992707	55.33290032	1008696	Cairn 600m west-south-west of Debdon Farm	25/02/1993	GB	300004790	listed building	Historic England
-2.249621952	55.33257242	1008433	Ridlees round cairn, 640m north east of Hanging Crag	02/06/1994	GB	300004790	listed building	Historic England
-2.253065485	55.33210959	1021030	Round cairn 230m west of Ridlees Cairn	06/10/2003	GB	300004790	listed building	Historic England
-2.25334173	55.33210644	1021027	Observation post 240m west of Ridlees Cairn	06/10/2003	GB	300004790	listed building	Historic England
-2.178140956	55.33179266	1018940	Round cairn 960m ENE of West Wilkwood	03/07/2000	GB	300004790	listed building	Historic England
-2.176095645	55.33091184	1019397	Romano-British settlement 810m south of Slippery Crags	03/07/2000	GB	300004790	listed building	Historic England
-2.292756933	55.32915812	1021035	Farm blast shelter at Featherwood	06/10/2003	GB	300004790	listed building	Historic England
-2.293588898	55.32904852	1021034	Blockhouse immediately west of Featherwood	06/10/2003	GB	300004790	listed building	Historic England
-2.145355679	55.32927594	1017727	Barrow Burn unenclosed hut circle settlement, 300m north of Yearning Crag	24/02/1998	GB	300004790	listed building	Historic England
-1.878712252	55.32792743	1011633	Unenclosed stone hut circle settlement, cairn fields and a rectangular enclosure 1km south-west of Debdon Whitefield	23/08/1935	GB	300004790	listed building	Historic England
-2.179634117	55.32644624	1018949	Two round cairns 880m north east of Wilkwood East	03/07/2000	GB	300004790	listed building	Historic England
-1.869504052	55.32418402	1008879	Cairnfield on Whitefield Edge, 900m south-west of Debdon Whitefield	13/01/1993	GB	300004790	listed building	Historic England
-1.773862782	55.3238511	1016711	Overgrass tower house 150m south east of Newmoor Hall	02/07/1999	GB	300004790	listed building	Historic England
-2.15532155	55.32359474	1019563	Stone hut circle 980m ENE of Wilkwood East	03/07/2000	GB	300004790	listed building	Historic England
-1.673189332	55.32182246	1006579	Guyzance (or Brainshaugh) Chapel near Acklington	28/11/1932	GB	300004790	listed building	Historic England
-2.254947873	55.32179471	1021026	Observation post 820m SSE of Hanging Crag	06/10/2003	GB	300004790	listed building	Historic England
-1.929202571	55.32139324	1011631	Cairn 610m east of Glitteringstone	10/09/1936	GB	300004790	listed building	Historic England
-1.911911808	55.32095143	1011634	Cairnfield, standing stone and cup marked rock on Debdon Moor 500m south-west of Primrose Cottage	02/12/1952	GB	300004790	listed building	Historic England
-2.075869922	55.32028306	1010519	The Lady's Well and section of Roman road	20/06/1994	GB	300004790	listed building	Historic England
-1.936283588	55.31882172	1011294	Cup and ring marked rocks on Chirnells Moor, 800m east of Red Chirnells	23/04/1934	GB	300004790	listed building	Historic England
-2.072461618	55.31767579	1006517	Holystone Priory (site of)	01/01/1900	GB	300004790	listed building	Historic England
-2.261552114	55.3170181	1021025	World War I practice trenches 740m north west of Short Fell	06/10/2003	GB	300004790	listed building	Historic England
-2.083774775	55.31667094	1011394	Multivallate hillfort, 70m east of Campville	01/11/1963	GB	300004790	listed building	Historic England
-1.916308077	55.31594589	1008757	Cairn 900m north-east of Old Rothbury hillfort	03/03/1993	GB	300004790	listed building	Historic England
-2.08765488	55.31516377	1011395	Round cairn, 200m south-west of Campville	04/11/1993	GB	300004790	listed building	Historic England
-1.92042586	55.31431244	1008698	Standing stone 550m north-east of Old Rothbury hillfort	25/02/1993	GB	300004790	listed building	Historic England
-2.085045733	55.31415369	1011396	Cross dyke, south of Campville	08/01/1964	GB	300004790	listed building	Historic England
-2.328705774	55.31273665	1009379	Long cairn 360m south west of Dour Hill	17/01/1995	GB	300004790	listed building	Historic England
-2.326106442	55.31254328	1015844	Round cairn on western slopes of Dour Hill, 250m south west of summit	03/07/1997	GB	300004790	listed building	Historic England
-1.941755536	55.31284655	1011291	West Hills multivallate hillfort	26/11/1932	GB	300004790	listed building	Historic England
-1.939436461	55.3128356	1011286	Cairn 210m north-east of Westhills Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.076555875	55.31230426	1011400	Round cairn cemetery on Holystone Common	22/01/1964	GB	300004790	listed building	Historic England
-1.928157733	55.31221348	1011616	Old Rothbury multivallate hillfort and cairnfield	12/07/1934	GB	300004790	listed building	Historic England
-2.171763115	55.3111705	1021036	Observation post immediately north of Watty Bell's Cairn	06/10/2003	GB	300004790	listed building	Historic England
-2.160842467	55.31102986	1021037	Observation post 690m east of Watty Bell's Cairn	06/10/2003	GB	300004790	listed building	Historic England
-2.171597856	55.31097272	1015839	Watty Bell's round cairn	03/07/1997	GB	300004790	listed building	Historic England
-2.076292486	55.31068988	1011401	Round cairn on Holystone Common, part of round cairn cemetery	25/01/1994	GB	300004790	listed building	Historic England
-2.078532292	55.3106413	1011402	Round cairn on Holystone Common, part of round cairn cemetery	25/01/1994	GB	300004790	listed building	Historic England
-2.080002789	55.30964913	1011426	Round cairn on Holystone Common, part of round cairn cemetery	26/01/1994	GB	300004790	listed building	Historic England
-2.081043989	55.3088103	1011427	Round cairn on Holystone Common, part of round cairn cemetery	26/01/1994	GB	300004790	listed building	Historic England
-1.908794362	55.30853013	1006575	Rothbury Bridge	28/11/1932	GB	300004790	listed building	Historic England
-2.013666666	55.30834735	1006488	Oval mound 1/4 mile (400m) NW of Caistron Farm	01/01/1900	GB	300004790	listed building	Historic England
-2.088079627	55.30624834	1011399	Round cairn, 700m north-east of Daw's Hill	25/01/1994	GB	300004790	listed building	Historic England
-2.295857129	55.30431312	1009459	Bellshiel Law long cairn	18/03/1965	GB	300004790	listed building	Historic England
-2.29393193	55.30323721	1011404	Cairn group 330m south-east of Bellshiel Law	18/03/1965	GB	300004790	listed building	Historic England
-2.357120991	55.30187774	1015525	The Three Kings four poster stone circle and round cairn	25/02/1972	GB	300004790	listed building	Historic England
-2.14476846	55.30217615	1011415	Roman camp, 1.58km west of North Yardhope	23/08/1978	GB	300004790	listed building	Historic England
-2.317337662	55.30096193	1014077	Round cairn, 800m east of Mally's Crag	22/03/1996	GB	300004790	listed building	Historic England
-2.281324925	55.30015243	1011391	Roman camp, 250m north-west of Silloans	22/03/1962	GB	300004790	listed building	Historic England
-2.022609958	55.29998736	1008884	Hepple Tower	28/11/1932	GB	300004790	listed building	Historic England
-2.118603449	55.29921138	1018943	Romano-Celtic shrine 540m ESE of South Yardhope	03/07/2000	GB	300004790	listed building	Historic England
-1.955423561	55.29875871	1008096	Great Tosson tower house	08/02/1968	GB	300004790	listed building	Historic England
-1.875375687	55.29844871	1002909	Camp 1/2 mile (800m) SE of Wagtail Farm	15/05/1963	GB	300004790	listed building	Historic England
-1.9646414	55.29844917	1011267	Tosson Burgh univallate hillfort, 450m west of Great Tosson	26/11/1932	GB	300004790	listed building	Historic England
-1.897268131	55.29810838	1011288	Cupmarked stone, 690m south-west of Wagtail Farm	18/01/1933	GB	300004790	listed building	Historic England
-2.063027641	55.29757647	1011398	Round cairn, 530m west of Holystone Grange	25/01/1994	GB	300004790	listed building	Historic England
-2.077732126	55.29680442	1021032	Round cairn 340m west of The Beacon	06/10/2003	GB	300004790	listed building	Historic England
-1.71001679	55.29645718	1020745	Felton Old Bridge	28/11/1932	GB	300004790	listed building	Historic England
-2.055457652	55.29664844	1008718	Bastle, 100m south-west of Holystone Grange	26/11/1932	GB	300004790	listed building	Historic England
-1.903682682	55.29621324	1011290	Standing stone, 810m north-east of Whittondean Farm	11/10/1993	GB	300004790	listed building	Historic England
-1.907770292	55.29587582	1011292	Medieval monastic sheep farm (bercaria), 550m north-east of Whittondean Farm	18/10/1993	GB	300004790	listed building	Historic England
-1.898163051	55.29537741	1011289	Cup and ring marked rock, 940m south-west of Wagtail Farm	28/11/1932	GB	300004790	listed building	Historic England
-1.903089103	55.29510026	1011293	Cup and ring marked rock and adjacent stone setting, 820m east of Whittondean Farm	22/03/1994	GB	300004790	listed building	Historic England
-2.068637327	55.29501261	1009448	Stone alignment, 900m south-west of Holystone Grange	26/11/1932	GB	300004790	listed building	Historic England
-2.276755503	55.29422619	1011393	Roman camp, 400m SSW of Sills Farm	30/11/1960	GB	300004790	listed building	Historic England
-1.906914368	55.29450111	1008699	Cairn 570m east-north-east of Wittondean Farm	25/02/1993	GB	300004790	listed building	Historic England
-1.952085711	55.29445754	1009582	Romano-British farmstead, 175m south of Cockpit Well	06/08/1954	GB	300004790	listed building	Historic England
-1.908020385	55.29374214	1017197	Two round cairns 590m and 610m east of Burn Brae	14/03/2000	GB	300004790	listed building	Historic England
-2.100507631	55.29294036	1008888	Bastle at Craig Farm	26/11/1932	GB	300004790	listed building	Historic England
-1.960825028	55.29292949	1011606	Cairn 670m south of Great Tosson	17/09/1993	GB	300004790	listed building	Historic England
-2.287552578	55.2921355	1011414	Roman camp and prehistoric round cairn 700m north-east of Bellshiel Bridge	22/03/1962	GB	300004790	listed building	Historic England
-2.049626475	55.29232863	1011397	Multivallate hillfort, 400m west of Harehaugh	26/11/1932	GB	300004790	listed building	Historic England
-2.27663546	55.29105609	1017597	Roman Camp, 750m SSW of Sills Farm	30/11/1960	GB	300004790	listed building	Historic England
-1.880623629	55.29117229	1006477	Defended settlement, 360m north east of Pike House	23/01/1968	GB	300004790	listed building	Historic England
-2.192871903	55.29043218	1015840	Branshaw deserted settlement, bastle, field system and section of Roman road	23/11/1967	GB	300004790	listed building	Historic England
-2.033865139	55.28934448	1008874	Cairnfield on Swindon Hill, 800m west of Hepple Whitefield Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.046266921	55.2892772	1008886	Soldiers Fold univallate hillfort, 300m south-west of Swindon	19/02/1993	GB	300004790	listed building	Historic England
-2.030164289	55.28806671	1008873	Witchy Neuk univallate hillfort and linear boundary 600m west of Hepple Whitefield Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.165210682	55.28772026	1018939	Round cairn 460m south of Cowey's Cairn	03/07/2000	GB	300004790	listed building	Historic England
-1.914060612	55.28715576	1017196	Lordenshaw multivallate hillfort, Romano-British settlements, field system, cairnfield, cross dyke, round cairn cemetery, rock art and medieval park pale	14/12/1999	GB	300004790	listed building	Historic England
-1.905618425	55.28639265	1017198	Round cairn on Garleigh Hill, 790m north east of Lordenshaw	28/11/1932	GB	300004790	listed building	Historic England
-2.274037372	55.28310227	1011392	Two Roman camps, 550m east of Burdhopecrag Hall	30/11/1960	GB	300004790	listed building	Historic England
-1.9687677	55.282982	1011615	Cairn 1km west-north-west of Old Stell Crag	17/09/1993	GB	300004790	listed building	Historic England
-1.96361147	55.28252934	1011605	Simonside Cairn 670m west-north-west of Old Stell Crag	14/09/1993	GB	300004790	listed building	Historic England
-2.071389415	55.28190601	1008890	Pattenshiel Knowe Iron Age/Romano-British farmstead	23/08/1978	GB	300004790	listed building	Historic England
-2.264770557	55.28141174	1006610	Bremenium Roman station, High Rochester	15/07/1930	GB	300004790	listed building	Historic England
-1.686477631	55.2811454	1006475	Eshott Castle fortified house	19/01/1967	GB	300004790	listed building	Historic England
-2.296263356	55.28103966	1011904	Romano-British enclosed settlement and medieval settlement 300m south of Burdhope	18/06/1968	GB	300004790	listed building	Historic England
-2.188724862	55.28108606	1008564	Round cairn, 300m south east of Fiddlers Wood	12/04/1994	GB	300004790	listed building	Historic England
-1.958874653	55.28093698	1009356	Cairn 320m WNW of Old Stell Crag	17/09/1993	GB	300004790	listed building	Historic England
-2.287602285	55.27995086	1009375	Unenclosed hut circle settlement 250m west of Woolaw	22/08/1994	GB	300004790	listed building	Historic England
-2.292599689	55.27984645	1009373	Romano-British farmstead 570m west of Woolaw	18/06/1968	GB	300004790	listed building	Historic England
-2.573870132	55.27855593	1009668	Midfell round cairn	20/06/1973	GB	300004790	listed building	Historic England
-2.105868965	55.27883254	1017927	Deserted medieval village including bastle at Ironhouse, 750m west of High Shaw	30/08/1962	GB	300004790	listed building	Historic England
-1.818216969	55.2786643	1007508	Brinkburn Priory Augustinian priory, mill, gateway and post-Dissolution house	08/12/1958	GB	300004790	listed building	Historic England
-2.102580212	55.27835756	1009977	Bastle, 500m west of High Shaw	26/11/1932	GB	300004790	listed building	Historic England
-2.258022947	55.27741733	1009924	Petty Knowes Roman Cemetery and Length of Dere Street Roman Road, Rochester	05/02/1991	GB	300004790	listed building	Historic England
-2.030678314	55.27763997	1008892	Cairn on Whitefield Shank, 1100m SSW of Hepple Whitefield Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.281017153	55.27654538	1009374	Romano-British enclosed settlement 400m south east of Woolaw	22/08/1994	GB	300004790	listed building	Historic England
-2.091877845	55.2762165	1008889	Bastle at The Raw Farm	26/11/1932	GB	300004790	listed building	Historic England
-2.073912044	55.27507447	1006404	18th century water mill at Grasslees	01/01/1900	GB	300004790	listed building	Historic England
-2.224773021	55.27406582	1015532	Romano-British settlement, field system and cord rig cultivation 390m north east of Yatesfield Hill	07/04/1997	GB	300004790	listed building	Historic England
-2.524829778	55.2717713	1009670	Bran's Walls Romano-British enclosed settlements, 400m SSE of Kielder Head	20/06/1973	GB	300004790	listed building	Historic England
-2.160896553	55.27194953	1018942	Round cairn cemetery on Levey Bog, 880m north east of Hopehead	03/07/2000	GB	300004790	listed building	Historic England
-2.166117317	55.27168436	1021031	Target operator bunker, cable trenching and three target pits 750m north of Hopehead	06/10/2003	GB	300004790	listed building	Historic England
-2.185534419	55.27156622	1016201	Romano-British and medieval settlement, field system, cord rig cultivation, cairnfield and round cairn on Barracker Rigg	07/04/1997	GB	300004790	listed building	Historic England
-2.167772106	55.27151368	1021033	Three target operator bunkers 730m north of Hopehead	06/10/2003	GB	300004790	listed building	Historic England
-2.16542822	55.27085656	1021038	Target operator bunker, cable trenching and three target pits 650m north of Hopehead	06/10/2003	GB	300004790	listed building	Historic England
-2.279786771	55.26764621	1015529	Two Romano-British settlements, two stone hut circles, field system and associated cord rig cultivation, 650m west of Nether Houses	22/08/1994	GB	300004790	listed building	Historic England
-2.268854475	55.26583587	1016815	Evistones medieval settlement, field system and three bastles	12/11/1962	GB	300004790	listed building	Historic England
-1.583056781	55.26226721	1014679	Low Chibburn medieval preceptory, 16th century house and World War II pillbox	28/11/1932	GB	300004790	listed building	Historic England
-2.23872086	55.2626436	1006506	Bagraw Roman camp and section of Roman road, 463m NNW of Bagraw	03/02/1961	GB	300004790	listed building	Historic England
-2.188854445	55.25861021	1015533	Four Romano-British settlements, field system and cord rig cultivation on Fairney Cleugh	07/04/1997	GB	300004790	listed building	Historic England
-2.608107295	55.25626387	1018956	Kershope Castle	19/03/1965	GB	300004790	listed building	Historic England
-1.910660494	55.25769495	1018994	Bastle 150m south west of Morrelhirst	21/06/1999	GB	300004790	listed building	Historic England
-2.157468288	55.25659809	1015531	Unenclosed settlement, field system, cairnfield, round cairn cemetery, round cairn, shieling and enclosed cremation cemetery on Todlaw Pike	15/02/1979	GB	300004790	listed building	Historic England
-1.599290407	55.25541579	1014770	Widdrington Castle and 18th century Gothic castle and gardens south of Widdrington Farm	23/07/1954	GB	300004790	listed building	Historic England
-2.242043369	55.25013851	1008994	Romano-British farmstead 330m west of Rattenraw Farm	05/09/1994	GB	300004790	listed building	Historic England
-2.556106129	55.24860209	1014079	Gibbie's Knowe defended settlement and later rectangular building	29/04/1996	GB	300004790	listed building	Historic England
-2.207661141	55.24952786	1008426	Bastle, 480m north east of Shittleheugh	27/08/1962	GB	300004790	listed building	Historic England
-2.235508621	55.24736866	1009372	Romano-British farmstead 350m south of Rattenraw Farm	22/08/1994	GB	300004790	listed building	Historic England
-2.227286621	55.2466381	1017596	Medieval wayside cross, 200m NNW of Brownrigg	31/03/1994	GB	300004790	listed building	Historic England
-2.206787106	55.2454342	1007528	Romano-British farmstead, 550m south-east of Shittleheugh	01/03/1968	GB	300004790	listed building	Historic England
-2.224039778	55.24495183	1006507	Blakehope Roman fort and Roman temporary camp	03/02/1961	GB	300004790	listed building	Historic England
-1.970013898	55.24326363	1016712	Bastle 80m north east of Fallowlees	21/06/1999	GB	300004790	listed building	Historic England
-2.598389732	55.24106151	1009669	Romano-British enclosed settlement, 720m north east of Catcleugh	19/03/1965	GB	300004790	listed building	Historic England
-2.164564948	55.24004275	1007527	Fawdon Hill defended settlement, 900m north-west of Closehead	23/01/1962	GB	300004790	listed building	Historic England
-2.215144393	55.23880072	1008995	Round cairn, 100m ENE of Dunns Cottage	28/10/1994	GB	300004790	listed building	Historic England
-2.147559736	55.2386692	1007526	Defended settlement, 700m north of Overacres	22/02/1962	GB	300004790	listed building	Historic England
-2.221954445	55.23787998	1009376	Roman temporary camp at Dargues	17/07/1961	GB	300004790	listed building	Historic England
-2.099698161	55.23581384	1007524	Mote Hills motte and bailey castle	28/11/1932	GB	300004790	listed building	Historic England
-1.539833117	55.2335415	1014509	Cresswell tower house	04/06/1952	GB	300004790	listed building	Historic England
-2.215823599	55.23316815	1009377	Romano-British farmstead 500m north west of Garretshiels	09/08/1994	GB	300004790	listed building	Historic England
-2.564495232	55.22870285	1009666	Devil's Lapful Long Cairn, 1km east of Butteryhaugh Bridge	19/03/1965	GB	300004790	listed building	Historic England
-2.575927824	55.2274772	1009667	Romano-British enclosed settlement, 290m south east of Butteryhaugh Bridge	19/03/1965	GB	300004790	listed building	Historic England
-1.909869806	55.22833261	1006487	Defended settlement, 618m north west of Ewesley	13/11/1963	GB	300004790	listed building	Historic England
-1.92275584	55.22774417	1006486	Enclosed settlement on Ewesley Fell, 1.2km north west of Ewesley	13/11/1963	GB	300004790	listed building	Historic England
-2.12516945	55.22612452	1009608	Defended settlement, 470m south west of Haining	19/01/1968	GB	300004790	listed building	Historic England
-2.579818556	55.22463976	1002913	Kielder Viaduct	10/03/1969	GB	300004790	listed building	Historic England
-2.570916032	55.22279849	1009665	Two round cairns 870m south east of Butteryhaugh Bridge including Deadman Cairn	19/03/1965	GB	300004790	listed building	Historic England
-2.193441763	55.22307315	1009378	Romano-British farmstead on Wood Hill 800m north west of Old Town Cottages	11/09/1995	GB	300004790	listed building	Historic England
-2.188984344	55.22294341	1009673	Romano-British farmstead, 330m south of Woodhill	28/11/1994	GB	300004790	listed building	Historic England
-2.025513828	55.22289474	1007521	Manside defended settlement and medieval cross	28/11/1932	GB	300004790	listed building	Historic England
-1.537341854	55.22101413	1020128	Dovecote at Cresswell Home Farm	11/02/2002	GB	300004790	listed building	Historic England
-2.57293439	55.22011442	1009671	Round cairn, 330m SSW of Deadman's Cairn	28/11/1994	GB	300004790	listed building	Historic England
-2.563104893	55.2188438	1009672	Defended settlement 580m north west of Gowanburn and associated medieval buildings	28/11/1994	GB	300004790	listed building	Historic England
-2.213419389	55.21803643	1009380	Romano-British farmstead 850m south of Troughend	20/10/1994	GB	300004790	listed building	Historic England
-2.376776956	55.21270862	1008992	Bastle and associated buildings 730m north west of Comb	26/10/1970	GB	300004790	listed building	Historic England
-2.025921153	55.21271108	1008837	Romano-British farmstead, 1.3km north east of Harwood Head	25/08/1994	GB	300004790	listed building	Historic England
-1.851253809	55.2125413	1014058	Round cairn, 700m NNW of Bellion Farm	03/11/1964	GB	300004790	listed building	Historic England
-1.854138517	55.21248466	1014059	Round cairn, 750m north west of Bellion Farm	03/11/1964	GB	300004790	listed building	Historic England
-2.06110929	55.21116869	1008283	Steng medieval wayside cross	29/03/1994	GB	300004790	listed building	Historic England
-2.14337357	55.21084279	1006467	Prehistoric settlement, funerary and agricultural remains, 650m south of South Monkridge Bridge	24/10/1968	GB	300004790	listed building	Historic England
-1.851255493	55.20965742	1014057	Round cairn, 400m north west of Bellion Farm	03/11/1964	GB	300004790	listed building	Historic England
-1.818139246	55.2077795	1014060	Two defended settlements, 200m north of Gallowshaw	19/02/1976	GB	300004790	listed building	Historic England
-2.372975671	55.20719028	1008991	Shilla Hill bastle 350m west of Comb	19/03/1965	GB	300004790	listed building	Historic England
-2.05892377	55.20626395	1006608	Ant Hills (burial mounds), Monkridge	01/01/1900	GB	300004790	listed building	Historic England
-1.84081678	55.20610764	1014730	Round cairn, 230m south of Netherwitton Hall	03/11/1964	GB	300004790	listed building	Historic England
-2.357625964	55.20398809	1011643	Two bastles, an 18th century farmhouse and associated enclosures at Black Middings	27/06/1973	GB	300004790	listed building	Historic England
-2.36202577	55.20168886	1010034	Hill House bastle and associated enclosures, 850m NNW of Sidwood Cottage	08/12/1994	GB	300004790	listed building	Historic England
-2.523564267	55.20078106	1006491	Haw Hill camp	01/01/1900	GB	300004790	listed building	Historic England
-2.022724794	55.19993049	1006485	Birky Burn settlement	01/01/1900	GB	300004790	listed building	Historic England
-2.578618222	55.19814275	1010042	Shieling on north bank of Lewis Burn	07/12/1994	GB	300004790	listed building	Historic England
-2.534380509	55.1977174	1010044	Romano-British settlement, 150m ENE of Hawkhirst scout camp	01/11/1963	GB	300004790	listed building	Historic England
-2.358379372	55.19697118	1008989	Romano-British farmstead, 330m north west of Sidwood Cottage	19/03/1965	GB	300004790	listed building	Historic England
-2.045401778	55.19642696	1013542	Cup and ring marked rock on Tod Crag	21/07/1934	GB	300004790	listed building	Historic England
-2.334785949	55.19464832	1015527	North Bastle, Gatehouse	15/10/1975	GB	300004790	listed building	Historic England
-2.334771325	55.19429786	1006429	Gatehouse South bastle	23/02/1978	GB	300004790	listed building	Historic England
-2.029188074	55.19111824	1011114	Romano-British farmstead, 650m ENE of Wolf Crag	07/03/1968	GB	300004790	listed building	Historic England
-2.176154126	55.18374564	1007523	Round cairn, 580m north of Woodhouse	23/01/1962	GB	300004790	listed building	Historic England
-2.31547063	55.18224625	1008988	Romano-British farmstead 170m north of Cleugh Head	31/10/1973	GB	300004790	listed building	Historic England
-2.000505906	55.18032924	1011106	Romano-British farmstead 470m north of Coldwell	25/11/1969	GB	300004790	listed building	Historic England
-2.017998752	55.17961008	1011100	Multivallate hillfort, 420m SSW of Catcherside	28/01/1970	GB	300004790	listed building	Historic England
-2.140596699	55.1762127	1008423	Medieval cross, 150m west of Woodburnhill Farm	25/05/1994	GB	300004790	listed building	Historic England
-2.154392611	55.17486384	1008428	Fishponds, 200m south west of Townfoot Farm	23/05/1994	GB	300004790	listed building	Historic England
-2.193551529	55.17475814	1008270	Low Cleughs Bastle, 580m NNE of Low Leam Farm	21/01/1969	GB	300004790	listed building	Historic England
-2.709084636	55.17212394	1015736	Kershopehead medieval shieling 610m north east of Kershopehead	16/05/1997	GB	300004790	listed building	Historic England
-2.173282256	55.17008775	1008561	Habitancum Roman fort and medieval settlement	17/12/1929	GB	300004790	listed building	Historic England
-2.195670571	55.16952612	1008269	Bastle at Low Leam Farm	31/03/1994	GB	300004790	listed building	Historic England
-2.060182549	55.16831417	1011108	Round cairn, 720m WNW of Ray Cottages	01/12/1993	GB	300004790	listed building	Historic England
-2.030236372	55.16824265	1011112	Romano-British farmstead, 500m north of Herpath House	12/01/1994	GB	300004790	listed building	Historic England
