types	title	id	title_source	start	ccodes	aat_types
Archaeology	Meal Bank Quarry Hoffmann kiln, quarry and lime works	32267	Historic England	1900	GB	300000809
Archaeology	Two moated sites, the site of a dovecote and further associated features 120m north west and 180m north of The Old Hall	37919	Historic England	1900	GB	300000809
Building or structure	Bellmanpark lime kilns and part of an associated tramway 180 metres north west of Bellman Farm	1657386	Historic England	1900	GB	300000809
Archaeology	Barrowmouth gypsum and alabaster mine at Saltom Bay	40122	Historic England	1900	GB	300000809
Archaeology	Lime kilns 400m south west of Furlands	32492	Historic England	1900	GB	300000809
Archaeology	Round barrow on Wheeldale Moor, 1150m west of Wheeldale Lodge	43836	Historic England	1900	GB	300000809
Park and garden	Tillmouth Park	24711	Historic England	1900	GB	300000809
Park and garden	Croxdale Hall	24758	Historic England	1900	GB	300000809
Park and garden	Westgate Hill Cemetery, Newcastle upon Tyne	26070	Historic England	1900	GB	300000809
Archaeology	Enclosures and industrial workings on Cockfield Fell	30297	Historic England	1900	GB	300000809
Building or structure	Medieval chapel at Harbour House Farm, Plawsworth	49697	Historic England	1900	GB	300000809
Building or structure	Sherburn House Bridge	48744	Historic England	1900	GB	300000809
Archaeology	Packhorse bridge	30296	Historic England	1900	GB	300000809
Archaeology	Simonside camp	30315	Historic England	1900	GB	300000809
Archaeology	Settlement on south east slope of Ewe Hill	27640	Historic England	1900	GB	300000809
Conservation area	Farfield Mill (Sedbergh)	595	Historic England	1900	GB	300000809
Conservation area	Seaton Carew, Hartlepool	2186	Historic England	1900	GB	300000809
Conservation area	Carlisle-Settle Railway, Carlisle	8339	Historic England	1900	GB	300000809
Conservation area	Ravensworth	2888	Historic England	1900	GB	300000809
Conservation area	Alston	7089	Historic England	1900	GB	300000809
Conservation area	Old Sunderland Riverside	9061	Historic England	1900	GB	300000809
Conservation area	Annfield Plain	3012	Historic England	1900	GB	300000809
Conservation area	Richmond Terrace/St Johns, Blackburn	7451	Historic England	1900	GB	300000809
Conservation area	Seaham	4155	Historic England	1900	GB	300000809
Conservation area	Whitburn, South Tyneside	8785	Historic England	1900	GB	300000809
Archaeology	Enclosure castle known as Gleaston Castle, Gleaston	32989	Historic England	1900	GB	300000809
Building or structure	Gleaston Castle, Gleaston	46345	Historic England	1900	GB	300000809
Archaeology	Heiferlaw defended settlement, 100 metres north of Holywell	31686	Historic England	1900	GB	300000809
Archaeology	Round barrow 450m south west of Coney Hill Farm	32736	Historic England	1900	GB	300000809
Conservation area	Church Canalside	7774	Historic England	1900	GB	300000809
Archaeology	Roman period native enclosed farmstead 370 metres WNW of Southernknowe	27878	Historic England	1900	GB	300000809
Archaeology	Cresswell tower house	27766	Historic England	1900	GB	300000809
Archaeology	Round barrow 480m east of Yorkshire Gliding Club	32737	Historic England	1900	GB	300000809
Archaeology	Wolsty South tower 13b, 200 metres WNW of New House, part of the Roman frontier defences along the Cumbrian coast	39213	Historic England	1900	GB	300000809
Archaeology	Unenclosed scooped settlement on the east slope of Harehope Hill, 750 metres south east of High Akeld Cottages	27769	Historic England	1900	GB	300000809
Place of worship	Church of Our Lady, Seaton Delaval	17014	Historic England	1900	GB	300000809
Building or structure	General Lambert's House, 31 and 33, Narrowgate	49653	Historic England	1900	GB	300000809
Building or structure	Akeld Bastle and attached walling to south	65629	Historic England	1900	GB	300000809
Building or structure	Union Suspension Bridge (that part in England)	65497	Historic England	1900	GB	300000809
Place of worship	Haydon Old Church, Old Haydon	18981	Historic England	1900	GB	300000809
Archaeology	Broomrigg I: standing stone in Broomrigg Plantation, 920 metres south east of Street House	32292	Historic England	1900	GB	300000809
Archaeology	Section of the Cleave Dyke system known as Hesketh Dike and Silver Hill round barrow	38823	Historic England	1900	GB	300000809
Archaeology	Greenside lead mines, ore works and smelt mill, Glenridding	38647	Historic England	1900	GB	300000809
Building or structure	Greenside Lead Mine, Glenridding	48569	Historic England	1900	GB	300000809
Archaeology	Moated site known as Vivers Hill Castle, 300m north east of the parish church	31967	Historic England	1900	GB	300000809
Building or structure	Rotherhopefell Ore Works, Rotherhopefell	49020	Historic England	1900	GB	300000809
Archaeology	Medieval moated grange 160m south east of The Grange	38788	Historic England	1900	GB	300000809
Archaeology	Round barrow 150m north east of Silver Hill Farm	37420	Historic England	1900	GB	300000809
Archaeology	Three Roman period native settlements and later droveway 750m south west of Torleehouse	27787	Historic England	1900	GB	300000809
Archaeology	Ten medieval shielings on north bank of White Lyne at confluence with Little Hare Grain	33776	Historic England	1900	GB	300000809
Archaeology	Cup, ring and groove-marked rock 170 metres south west of West Loups's, Cotherstone Moor	30303	Historic England	1900	GB	300000809
Archaeology	Two round cairns, 590 metres and 610 metres east of Burn Brae	28462	Historic England	1900	GB	300000809
Building or structure	Gibside Hall, B6314, Gibside Estate, Rowlands Gill, Whickham	48161	Historic England	1900	GB	300000809
Archaeology	Romano-British farmstead 900 metres north east of triangulation point on Gains Law	30363	Historic England	1900	GB	300000809
Archaeology	Ring cairn 350 metres east of Haythwaite, Barningham Moor	28283	Historic England	1900	GB	300000809
Archaeology	Saltom coal pit	45128	Historic England	1900	GB	300000809
Archaeology	Shieling 150 metres south of Tinkler Crags	40566	Historic England	1900	GB	300000809
Archaeology	Kinsey Cave, Giggleswick Scar	37524	Historic England	1900	GB	300000809
Archaeology	Pit alignment forming part of the Cleave Dyke system 1000m north west of Dialstone Farm	38844	Historic England	1900	GB	300000809
Archaeology	Seatsides 1 Roman temporary camp and section of the Stanegate Roman road from the west side of the road from Once Brewed to the south side of the B6318	30352	Historic England	1900	GB	300000809
Building or structure	Hadrian's Wall at Banks Green	49266	Historic England	1900	GB	300000809
Archaeology	Fishponds, 450 metres north east of Sewingshields	28429	Historic England	1900	GB	300000809
Archaeology	Medieval monastic sheep farm (bercaria), 550 metres north east of Whittondean Farm	27865	Historic England	1900	GB	300000809
Archaeology	Round cairn 15 metres east of Hagg Gill	40098	Historic England	1900	GB	300000809
Archaeology	Defended settlement, 450 metres NNW of Ferney Chesters	28444	Historic England	1900	GB	300000809
Building or structure	Ravensworth Castle and park wall, The Green	47113	Historic England	1900	GB	300000809
Archaeology	Bowl barrow on Brund Fell	40104	Historic England	1900	GB	300000809
Archaeology	Round barrow 170m north of Wool Knoll	44753	Historic England	1900	GB	300000809
Archaeology	Romano-British settlement and Iron Age defended settlement, 550 metres north east of Shaftoe Grange	27669	Historic England	1900	GB	300000809
Archaeology	Section of Scots Dyke linear boundary 150m ENE of Olliver	38860	Historic England	1900	GB	300000809
Conservation area	Bowburn	3021	Historic England	1900	GB	300000809
Conservation area	Kirk Merrington	3060	Historic England	1900	GB	300000809
Conservation area	Trimdon Village	4169	Historic England	1900	GB	300000809
Conservation area	Windlestone Park	4178	Historic England	1900	GB	300000809
Conservation area	West End	6206	Historic England	1900	GB	300000809
Conservation area	Little Horton Lane, Bradford	9136	Historic England	1900	GB	300000809
Conservation area	Maryport, Allerdale	9362	Historic England	1900	GB	300000809
Archaeology	Pry Rigg round barrows	30440	Historic England	1900	GB	300000809
Archaeology	Great Ayton Moor cairn cemetery and earthworks	38796	Historic England	1900	GB	300000809
Building or structure	Butterton Bridge	47105	Historic England	1900	GB	300000809
Building or structure	Snape Castle	47087	Historic England	1900	GB	300000809
Archaeology	Low Gatebeck gunpowder works, 540 metres south west of Gatebeck Farm	33326	Historic England	1900	GB	300000809
Archaeology	Alum works at Kettleness	31517	Historic England	1900	GB	300000809
Building or structure	'F' Pit Museum - colliery engine house, Albany Way (East side)	48745	Historic England	1900	GB	300000809
Archaeology	Carved bedrock with cups and grooves, 170 metres south east of The Rigg	27952	Historic England	1900	GB	300000809
Archaeology	Area of carved bedrock, 120 metres south of The Rigg	28737	Historic England	1900	GB	300000809
Archaeology	Nafferton castle and tower house, 750 metres east of Nafferton Farm	30132	Historic England	1900	GB	300000809
Archaeology	Round barrow 350m north west of Hen Flatts	33533	Historic England	1900	GB	300000809
Archaeology	Medieval farmstead in Ireland Wood, 150m north east of Cookridge Hospital	32453	Historic England	1900	GB	300000809
Archaeology	Dewley Hill round barrow and associated features, 350 metres north west of Dewley Farm	27470	Historic England	1900	GB	300000809
Archaeology	Cockersand Premonstratensian Abbey	39575	Historic England	1900	GB	300000809
Building or structure	Remains of Kilton Castle, Kilton Thorpe Lane, Kilton	46309	Historic England	1900	GB	300000809
Archaeology	Cawthorne medieval settlement remains 150m north east of West Cawthorne	30688	Historic England	1900	GB	300000809
Archaeology	Bastle 150 metres south west of Morrelhirst	27791	Historic England	1900	GB	300000809
Archaeology	Roman period native settlement at Calf Holm, immediately west of Dine Holm Scar	31641	Historic England	1900	GB	300000809
Building or structure	The Stonehouse (north of Denton Foot), Naworth Park	46326	Historic England	1900	GB	300000809
Archaeology	Two Romano-British hut circles and three shielings on Holwick Scars, 250 metres south of Hungry Hall	28402	Historic England	1900	GB	300000809
Building or structure	Stonehouse Tower remains	46322	Historic England	1900	GB	300000809
Archaeology	Prehistoric cairnfield and associated field system north of Pike How, 650 metres west of High Ground	33785	Historic England	1900	GB	300000809
Archaeology	Lammerside Castle medieval tower house	33224	Historic England	1900	GB	300000809
Building or structure	Lammerside Castle	46338	Historic England	1900	GB	300000809
Building or structure	Kirkoswald Castle	46336	Historic England	1900	GB	300000809
Archaeology	Kirkoswald Castle moated site	33334	Historic England	1900	GB	300000809
Building or structure	Twizel Bridge	2067826	Historic England	1900	GB	300000809
Building or structure	Smardale Gill Lime Kilns, Smardale	50111	Historic England	1900	GB	300000809
Building or structure	North west pillbox, Fort House, A193 (east side off), Hartley, Seaton Sluice	48149	Historic England	1900	GB	300000809
Building or structure	Entrance gates to Hartford Hall, Hartford Bridge	48151	Historic England	1900	GB	300000809
Building or structure	Lowther Castle, Near Penrith	48594	Historic England	1900	GB	300000809
Place of worship	Church of St Margaret, Main Street	12799	Historic England	1900	GB	300000809
Building or structure	The Winter Gardens, Adelaide Street, Blackpool	49851	Historic England	1900	GB	300000809
Place of worship	Church of St Michael, Main Road	19608	Historic England	1900	GB	300000809
Place of worship	Church of St Cuthbert, Blackburn Road, Darwen	24218	Historic England	1900	GB	300000809
Building or structure	Crawley Tower (with cottage inside), Crawley	50298	Historic England	1900	GB	300000809
Building or structure	Fooden Hall, Fooden Lane	87323	Historic England	1900	GB	300000809
Place of worship	Church of St Luke, Church Lane	16248	Historic England	1900	GB	300000809
Building or structure	Wing of Former Barton Old Hall, circa 20 metres south of Old Hall Farmhouse, Jepps Lane	362857	Historic England	1900	GB	300000809
Place of worship	Church of St Augustine of Hippo, Bolton Avenue, Accrington	21608	Historic England	1900	GB	300000809
Place of worship	Church of St James, St James Street, Accrington	12838	Historic England	1900	GB	300000809
Building or structure	Extwistle Hall and attached garden wall	46533	Historic England	1900	GB	300000809
Building or structure	Cornmill at Warwick Bridge, Warwick Bridge	48567	Historic England	1900	GB	300000809
Place of worship	Church of St Andrew, Bridge Street, Longtown	21598	Historic England	1900	GB	300000809
Place of worship	Church of the Holy Trinity, Dean Street, Blackpool	21728	Historic England	1900	GB	300000809
Place of worship	Church of St Peter, Woodhouse Lane	12384	Historic England	1900	GB	300000809
Place of worship	Church of St John, Waberthwaite	10902	Historic England	1900	GB	300000809
Place of worship	Church of St Michael, Stygate	12810	Historic England	1900	GB	300000809
Building or structure	Lamb Bridge, Lambton Park	50020	Historic England	1900	GB	300000809
Place of worship	Church of St Mary and St Wilfred, A69, Warwick Bridge	21626	Historic England	1900	GB	300000809
Place of worship	Church of St Paul and St Jude, Church Street	20488	Historic England	1900	GB	300000809
Place of worship	Church of St Bridget, A 595, Calder Bridge	16282	Historic England	1900	GB	300000809
Building or structure	No.4, and castle wall incorporated, North Bailey	123558	Historic England	1900	GB	300000809
Building or structure	Church of St Mary, Rokeby	123747	Historic England	1900	GB	300000809
Building or structure	Durham Prison Officers' Club, ('The Tithe Barn'), Hallgarth Street, Durham	48798	Historic England	1900	GB	300000809
Place of worship	Church of St Helen, Church Kelloe	19885	Historic England	1900	GB	300000809
Building or structure	Dovecote, 45 metres east of Manor House, Houghton Bank Lane	48254	Historic England	1900	GB	300000809
Building or structure	Goods Shed at North Road Station, Darlington	123437	Historic England	1900	GB	300000809
Place of worship	Church of St Cuthbert, Market Place, Darlington	24215	Historic England	1900	GB	300000809
Building or structure	Dovecote, 45 metres south of Gainford Hall	48255	Historic England	1900	GB	300000809
Place of worship	Church of St John and adjoining parish room, Washington Street	18355	Historic England	1900	GB	300000809
Building or structure	Phosphate rock silo (No. 15), Haverton Hill, Former ICI.	48762	Historic England	1900	GB	300000809
Place of worship	Church of St Michael and All Angels	17982	Historic England	1900	GB	300000809
Place of worship	Church of St Paul, Kirkgate	13460	Historic England	1900	GB	300000809
Place of worship	Church of St Michael and All Angels, Burnley Road	23566	Historic England	1900	GB	300000809
Building or structure	Dalton Mills, all attached buildings and yard surface, Dalton Lane	132817	Historic England	1900	GB	300000809
Building or structure	Woolsington Hall	48925	Historic England	1900	GB	300000809
Building or structure	Pithead baths at Lynemouth Colliery	48539	Historic England	1900	GB	300000809
Building or structure	Red Barns House and Red Barns Hotel, Kirkleatham Street	136865	Historic England	1900	GB	300000809
Place of worship	Church of St Cuthbert, Church Lane, Ormesby, Redcar	16544	Historic England	1900	GB	300000809
Building or structure	Former Coach Houses and Stables, Castle Park, Boroughgate	135583	Historic England	1900	GB	300000809
Building or structure	5-13, Grey Street, Newcastle upon Tyne	49895	Historic England	1900	GB	300000809
Building or structure	West Lodge, Thornton Stud, Newsham Road	47086	Historic England	1900	GB	300000809
Building or structure	Nappa Hall	48782	Historic England	1900	GB	300000809
Building or structure	Grotto and Icehouse	373593	Historic England	1900	GB	300000809
Place of worship	Church of St Hilda, Church Hill	18968	Historic England	1900	GB	300000809
Building or structure	Barmoor Castle, Barmoor	48159	Historic England	1900	GB	300000809
Place of worship	Christ Church, Coatham Road, Redcar	16543	Historic England	1900	GB	300000809
Building or structure	Windlestone Hall, Windlestone Park	49759	Historic England	1900	GB	300000809
Building or structure	Bastion, north west of Kirkleatham Hall Stables, Kirkleatham, Redcar	46315	Historic England	1900	GB	300000809
Building or structure	Old Grandstand	48604	Historic England	1900	GB	300000809
Building or structure	Dale End Mill	47079	Historic England	1900	GB	300000809
Building or structure	Leventhorpe Hall, 1289 and 1291, Thornton Road, Lower Grange	47203	Historic England	1900	GB	300000809
Place of worship	Church of All Hallows, B5299, Fletchertown	18949	Historic England	1900	GB	300000809
Place of worship	Church of St Mary, Thornthwaite	12364	Historic England	1900	GB	300000809
Place of worship	Christ Church, Stricklandgate, Penrith	21595	Historic England	1900	GB	300000809
Building or structure	Outer terrace wall, north of Lowther Castle, Near Penrith	50143	Historic England	1900	GB	300000809
Place of worship	Church of St Michael, Lowther Park, Askham	11226	Historic England	1900	GB	300000809
Place of worship	Parish Church of St Andrew, St Andrew's Place, Penrith	21594	Historic England	1900	GB	300000809
Building or structure	Flass House	141357	Historic England	1900	GB	300000809
Building or structure	Moot Hall, 63-66, Boroughgate	141507	Historic England	1900	GB	300000809
Building or structure	Church of St Mary, Harlow Terrace, Harrogate	47095	Historic England	1900	GB	300000809
Place of worship	Church of St John the Evangelist, Main Street	17314	Historic England	1900	GB	300000809
Building or structure	Kirkleatham Hall Stables, Kirkleatham, Redcar	46312	Historic England	1900	GB	300000809
Building or structure	Clock Tower, Windlestone Hall, Windlestone Park	48766	Historic England	1900	GB	300000809
Building or structure	Church of St John the Evangelist, Burnley Road, Crawshawbooth, Rawtenstall	50309	Historic England	1900	GB	300000809
Place of worship	Church of St Mary and All Saints, Church Lane	19366	Historic England	1900	GB	300000809
Place of worship	Church of St Stephen, Market Square	12807	Historic England	1900	GB	300000809
Building or structure	Mausoleum, east of Seaton Delaval Hall, Seaton Delaval	46390	Historic England	1900	GB	300000809
Building or structure	Sharpe's Folly, Rothbury, Tosson	48648	Historic England	1900	GB	300000809
Place of worship	Church of St Peter, Church Street, Darwen	24220	Historic England	1900	GB	300000809
Building or structure	Ushaw Home Farm, main block and wall attached	383944	Historic England	1900	GB	300000809
Place of worship	Glaisdale Head Methodist Church and walls	10545	Historic England	1900	GB	300000809
Building or structure	Brancepeth Castle	49911	Historic England	1900	GB	300000809
Building or structure	Gateway, Mortham Tower	48763	Historic England	1900	GB	300000809
Place of worship	Church of St Mungo, Church Street	18960	Historic England	1900	GB	300000809
Building or structure	High Head Castle, High Head	46341	Historic England	1900	GB	300000809
Building or structure	Hydraulic silo, 70 metres east of Cragend Farmhouse	49652	Historic England	1900	GB	300000809
Place of worship	Church of St Cuthbert, Church Street	14790	Historic England	1900	GB	300000809
Building or structure	Church of Holy Trinity, Church Street East, Sunderland	409222	Historic England	1900	GB	300000809
Place of worship	Chapel of Light, the former Church of St Columba, Cornhill Road, Sunderland	3118134	Historic England	1900	GB	300000809
Building or structure	Harris Institute, Avenham Lane	49855	Historic England	1900	GB	300000809
Building or structure	Monkwearmouth Station Museum, with screen walls, footbridge and waiting room, Sunderland	49774	Historic England	1900	GB	300000809
Building or structure	Arched gateway and garden wall attached to south front of Shuttleworth Hall	46535	Historic England	1900	GB	300000809
Building or structure	Parkers Farmhouse, Cow Hill Lane, Rishton	46541	Historic England	1900	GB	300000809
Building or structure	Wainsgate Baptist Church, Wainsgate Lane, Hebden Bridge	49816	Historic England	1900	GB	300000809
Place of worship	Church of St James, Church Lane	15243	Historic England	1900	GB	300000809
Building or structure	Henry Simpson's Barn	407857	Historic England	1900	GB	300000809
Place of worship	Bradford Synagogue (Reform), Bowland Street	17187	Historic England	1900	GB	300000809
Place of worship	Church of St Andrew	17317	Historic England	1900	GB	300000809
Building or structure	Westgate Primitive Methodist Chapel, Westgate	49898	Historic England	1900	GB	300000809
Building or structure	Mill Building at Low Mills, Low Mill Lane	47207	Historic England	1900	GB	300000809
Place of worship	Guru Gobind Singh Gurdwara Sikh Centre (Formerly Christ Church), Ryhope Road, Sunderland	19343	Historic England	1900	GB	300000809
Place of worship	Church of St Mary, Durham Street, Hartlepool	10750	Historic England	1900	GB	300000809
Place of worship	Church of St George the Martyr, Georges Road, Preston	16097	Historic England	1900	GB	300000809
Place of worship	Church of Our Lady and St Michael, attached steps, walls, gates and gatepiers, Banklands, Workington	18969	Historic England	1900	GB	300000809
Place of worship	Christ Church, Church Street, Consett	24182	Historic England	1900	GB	300000809
Building or structure	Lytham Hall, Ballam Road, Lytham St Annes	49773	Historic England	1900	GB	300000809
Place of worship	Church of St Mary, Gilcrux	18961	Historic England	1900	GB	300000809
Place of worship	Church of St Ives, Leadgate, Consett	24185	Historic England	1900	GB	300000809
Building or structure	Low Harperley Farmhouse, A689	235259	Historic England	1900	GB	300000809
Place of worship	Church of St Chad, Rawling Road, Gateshead	11117	Historic England	1900	GB	300000809
Building or structure	Doxford House, Warden Law Lane, Silksworth	49695	Historic England	1900	GB	300000809
Building or structure	Calverley Old Hall, 14-24, Woodhall Road	386651	Historic England	1900	GB	300000809
Place of worship	Church of St James, Haworth Road Crossroads	19870	Historic England	1900	GB	300000809
Building or structure	Barn to north west of Greenwood Lee, Widdop Road	47227	Historic England	1900	GB	300000809
Place of worship	Church of St Mary of Furness, Duke Street, Barrow in Furness	24445	Historic England	1900	GB	300000809
Place of worship	Church of St Anne, Meadowcroft, Ings	12800	Historic England	1900	GB	300000809
Building or structure	Shuttleworth Hall	46536	Historic England	1900	GB	300000809
Building or structure	Water tank, Fort House, A193 (east side), Hartley, Seaton Sluice	48150	Historic England	1900	GB	300000809
Building or structure	Church of St Mary, Woodhorn	50292	Historic England	1900	GB	300000809
Place of worship	Church of St James, Mill Lane, Great Ormside	21624	Historic England	1900	GB	300000809
Place of worship	Church of St Hilda, High Street, Hartlepool Headland	18978	Historic England	1900	GB	300000809
Building or structure	Lodge Hall, Ingman Lodge Road, Selside	49502	Historic England	1900	GB	300000809
Building or structure	Steamer Street Tenements, 2-12 Steamer Street and 1-13 Island Road	239230	Historic England	1900	GB	300000809
Place of worship	Church of St Wilfrid	11951	Historic England	1900	GB	300000809
Building or structure	Iron gates and railings, Lambton Castle, Lambton Park	48048	Historic England	1900	GB	300000809
Place of worship	Church of St Andrew, Haw Lane, Yeadon and Guiseley	20538	Historic England	1900	GB	300000809
Place of worship	Church of St Mary, Town End	14264	Historic England	1900	GB	300000809
Building or structure	Castle Wall, behind 3, North Bailey, Durham and Framwellgate	49779	Historic England	1900	GB	300000809
Building or structure	Manningham Mill (ancillary buildings and boiler house), Heaton Street, Heaton	47206	Historic England	1900	GB	300000809
Building or structure	Orangery with flanking walls, bothies and pavilion (Ripley Castle)	48626	Historic England	1900	GB	300000809
Building or structure	Former Chapel of St Mary in the grounds of Ellel Grange	48796	Historic England	1900	GB	300000809
Place of worship	Church of Holy Trinity	13759	Historic England	1900	GB	300000809
Place of worship	Church of Holy Trinity and St George, New Road	12804	Historic England	1900	GB	300000809
Building or structure	Former Junior Seminary Chapel of St Aloysius, Ushaw College, Ushaw	50034	Historic England	1900	GB	300000809
Place of worship	Church of St Joseph, Owen Road, Lancaster	10778	Historic England	1900	GB	300000809
Place of worship	Church of St James, Wide Howe Lane	16711	Historic England	1900	GB	300000809
Place of worship	Church of St Hilda, Park Gate, Darlington	18980	Historic England	1900	GB	300000809
Place of worship	Church of St Mary, Churchtown	18965	Historic England	1900	GB	300000809
Building or structure	Church of St John, North Road	244153	Historic England	1900	GB	300000809
Place of worship	Church of the Holy Trinity, Main Street	23301	Historic England	1900	GB	300000809
Building or structure	The Old Gatehouse (occupied part), Jervaulx Park	48943	Historic England	1900	GB	300000809
Building or structure	Queen Victoria Memorial, Dalton Square, Lancaster	50305	Historic England	1900	GB	300000809
Place of worship	Church of St Anne, Market Place	18644	Historic England	1900	GB	300000809
Place of worship	Church of St Aidan	21219	Historic England	1900	GB	300000809
Building or structure	Engine Running Shed and associated locomotive facilities	282450	Historic England	1900	GB	300000809
Building or structure	Bastion and ha-ha wall, north of Kirkleatham Hall Stables, Kirkleatham, Redcar	46314	Historic England	1900	GB	300000809
Place of worship	Chapel of St Wilfred of Brougham	408295	Historic England	1900	GB	300000809
Building or structure	Inner terrace wall, ramps and steps, north of Lowther Castle, Near Penrith	50142	Historic England	1900	GB	300000809
Building or structure	Temple of Victory with railed enclosure, Allerton Park	48184	Historic England	1900	GB	300000809
Place of worship	Church of St Bridget	18963	Historic England	1900	GB	300000809
Building or structure	Calder Abbey House, incorporating ruins and courtyard buildings adjoining to the east	50312	Historic England	1900	GB	300000809
Building or structure	Gainford Hall, Low Road	48525	Historic England	1900	GB	300000809
Place of worship	Church of St Luke, Claremont Road, Newcastle upon Tyne	15121	Historic England	1900	GB	300000809
Building or structure	Stublick Colliery beam engine house	49332	Historic England	1900	GB	300000809
Place of worship	Church of St Peter, off Rectory Road	10695	Historic England	1900	GB	300000809
Building or structure	The Holme, Burnley Road	49134	Historic England	1900	GB	300000809
Building or structure	High Hall Farmhouse including cartshed	50205	Historic England	1900	GB	300000809
Building or structure	Cappleside Barn	3118354	Historic England	1900	GB	300000809
Place of worship	Church of St James, Church Street, Haslingden	20279	Historic England	1900	GB	300000809
Building or structure	Thanksgiving Shrine of Our Lady of Lourdes, Whinney Heys Road, Blackpool	49525	Historic England	1900	GB	300000809
Place of worship	Church of St Saviour, Ings Way, Fairweather Green	20475	Historic England	1900	GB	300000809
Place of worship	St Cuthbert's Church, Church Bridge	19185	Historic England	1900	GB	300000809
Building or structure	Grane Mill, Haslingden including boundary walls and north yard	2068667	Historic England	1900	GB	300000809
Archaeology	Maiden Way Roman road	33627	Historic England	1900	GB	300000809
Archaeology	Byland Moor round cairns	31113	Historic England	1900	GB	300000809
Building or structure	The Keep (Caesar's Tower), Appleby Castle	49761	Historic England	1900	GB	300000809
Archaeology	Two round barrows on Low Common	31330	Historic England	1900	GB	300000809
Archaeology	Springhill Roman camp	27742	Historic England	1900	GB	300000809
Archaeology	Halidon Hill settlement	30324	Historic England	1900	GB	300000809
Building or structure	Bowes Railway, track, wagon shop, hauler houses and associated sheds, structures and incline, Bowes Railway	48747	Historic England	1900	GB	300000809
Archaeology	Hadrian's Wall and vallum in wall mile 9, Blucher to Dene House	31710	Historic England	1900	GB	300000809
Archaeology	Hutton Hall (site of)	37521	Historic England	1900	GB	300000809
Place of worship	Church of St Matthew, Summerhill Street, Newcastle upon Tyne	15122	Historic England	1900	GB	300000809
Archaeology	William's Hill	37528	Historic England	1900	GB	300000809
Archaeology	Earth circles, cursus, pit alignments and burial sites near Nosterfield and Thornborough, including Centre Hill round barrow	36692	Historic England	1900	GB	300000809
Building or structure	Ice house at Towneley Hall	2703701	Historic England	1900	GB	300000809
Building or structure	Dunston Staiths	49323	Historic England	1900	GB	300000809
Building or structure	Marsden lime kilns, South Shields	46450	Historic England	1900	GB	300000809
Place of worship	Christ Church (and hall attached), Shieldfield Green, Newcastle upon Tyne	19338	Historic England	1900	GB	300000809
Building or structure	32, Close (The Cooperage)	52900	Historic England	1900	GB	300000809
Place of worship	Church of St Michael with St Lawrence, Avondale Road, Byker	19340	Historic England	1900	GB	300000809
Building or structure	Ravensworth Castle (Nash House)	49328	Historic England	1900	GB	300000809
Place of worship	Christ Church, Grange Road West, Jarrow	19339	Historic England	1900	GB	300000809
Place of worship	Church of Holy Trinity, Usworth	11855	Historic England	1900	GB	300000809
Building or structure	Presbytery attached to St Michael's church, Westmorland Road, Newcastle upon Tyne	409437	Historic England	1900	GB	300000809
Building or structure	The Keelmen's Hospital, City Road, Newcastle upon Tyne	49897	Historic England	1900	GB	300000809
Place of worship	Sacred Heart Catholic Church, Heys Street, Thornton Cleveleys	22595	Historic England	1900	GB	300000809
Building or structure	Arden Mill, Nr. Main Lane	316576	Historic England	1900	GB	300000809
Building or structure	Detached chimney at Cleadon Pumping Station, off Sunniside Lane	408607	Historic England	1900	GB	300000809
Place of worship	Life Transformation Church (former Church of St Paul), Havelock Place, High Elswick	18974	Historic England	1900	GB	300000809
Building or structure	The Winter Gardens, 207-214, Marine Road Central	46545	Historic England	1900	GB	300000809
