Northern England
Northern England
Northern England
"Stanton Lacy, Shropshire"
"Stanton Lacy, Shropshire"
"Carreghofa, Montgomeryshire"
"Welshpool, Montgomeryshire"
"Greystoke, Cumberland"
"Leinthall Starkes, Herefordshire"
"North Leintwardine, Herefordshire"
"Walterstone, Herefordshire"
"Wigmore, Herefordshire"
"Ludlow, Shropshire"
"Stanton Lacy, Shropshire"
"Pitchford, Shropshire"
"Aberhafesp, Montgomeryshire"
"Kerry, Montgomeryshire"
"Llanllwchaiarn, Montgomeryshire"
"Bromyard, Herefordshire"
"Much Marcle, Herefordshire"
"Avenbury, Herefordshire"
"Bromyard, Herefordshire"
"Bishopton, Durham"
"Kinnersley, Herefordshire"
"Pickworth, Lincolnshire"
"Willingdike, Northumberland"
"Felton, Herefordshire"
"Felton, Herefordshire"
"Felton, Herefordshire"
"Nether Crayling, Roxburghshire"
"Herefordshire, England"
"Hereford, Herefordshire"
"Shropshire, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Northumberland, England"
"Kirkoswald, Cumberland"
"Gravenhanger, Shropshire"
"Whitchurch, Shropshire"
"Habberley, Shropshire"
"Ashperton, Herefordshire"
"Redmarley D' Abitot, Worcestershire (afterwards county Gloucestershire)"
"Birch, Herefordshire"
"Redmarley D' Abitot, Worcestershire (afterwards county Gloucestershire)"
"Redmarley D' Abitot, Worcestershire (afterwards county Gloucestershire)"
"Stoke-Bliss, Herefordshire"
"Rushbury, Shropshire"
"Northumberland, England"
"Cumberland, England"
"Westmorland, England"
"Lanchester, Durham"
"Whitchurch, Shropshire"
"Marston-Montgomery, Derbyshire"
"Wem, Shropshire"
"Whittington, Shropshire"
"Sutton St. Nicholas al. Sutton Frene, Herefordshire"
"Sutton St. Nicholas al. Sutton Frene, Herefordshire"
"Sutton St. Nicholas al. Sutton Frene, Herefordshire"
"Sutton St. Nicholas al. Sutton Frene, Herefordshire"
"Sutton St. Nicholas al. Sutton Frene, Herefordshire"
"Rushbury, Shropshire"
"Rushbury, Shropshire"
"Calverhall, Shropshire"
"Astley, Shropshire"
"Morvill, Shropshire"
"Embleton - with - Swainston, Durham"
"Newton - Hansard, Durham"
"Cause in Westbury, Shropshire"
"Weardale St John, Durham"
"Eccleswall, Herefordshire"
"Huntley, Gloucestershire"
"Leigh, Gloucestershire"
"Longhope, Gloucestershire"
"Lydney, Gloucestershire"
"Brimfield, Herefordshire"
"Brimfield, Herefordshire"
"Brimfield, Herefordshire"
"Brimfield, Herefordshire"
"Moreton and Ashton Eye, Herefordshire"
"Brimfield, Herefordshire"
"Brimfield, Herefordshire"
"Brimfield, Herefordshire"
"Ledbury, Herefordshire"
"Ledbury, Herefordshire"
"Mathon, counties Herefordshire and Worcestershire"
"Albrighton, Shropshire"
"Berrington, Shropshire"
"Broseley, Shropshire"
"Ellesmere, Shropshire"
"More, Shropshire"
"More, Shropshire"
"More, Shropshire"
"More, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Tong Norton, Shropshire Tong Norton in"
"Ideshale al. Idsal, Shropshire"
"Ideshale al. Idsal, Shropshire"
"Shrewsbury, Shropshire"
"Donington, Shropshire"
"Pimley, Shropshire"
"Shrewsbury, Shropshire"
"Uffington, Shropshire"
"Wellington, Shropshire (?)"
"Ainderby Steeple, Yorkshire"
"Barningham, North Riding of Yorkshire"
"Newsham, North Riding of Yorkshire"
"Over Silton, North Riding of Yorkshire"
"South Kilvington, North Riding of Yorkshire"
"Thornborough, Thirsk"
"Upsall, Thirsk"
"Winston, Durham"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"Newport, Shropshire"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Badgeworth, Gloucestershire"
"Broughton Gifford, Wiltshire"
"Codford St. Peter, Wiltshire"
"Dilwyn, Herefordshire"
"East and West Anstey, Devon"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"George Nympton, Devon"
"Kilmington, Devon"
"Monnington-on-Wye, Herefordshire"
"Newport, Shropshire"
"Newton Tracey, Devon"
"Shobrooke, Devon"
"Albrighton, Shropshire"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"Newport, Shropshire"
"Albrighton, Shropshire"
"Edgmond, Shropshire"
"Ford al. Fordholme, Shropshire"
"Newport, Shropshire"
"Allington, Lincolnshire"
"Barningham, North Riding of Yorkshire"
"Carlton Scroop, Lincolnshire"
"Great Driffield, East Riding of Yorkshire"
"Newsham, North Riding of Yorkshire"
"South Muskham, Nottinghamshire"
"Whalton, Northumberland"
"Winston, Durham"
"Allington, Lincolnshire"
"Barningham, North Riding of Yorkshire"
"Carlton Scroop, Lincolnshire"
"Great Driffield, East Riding of Yorkshire"
"Newsham, North Riding of Yorkshire"
"South Muskham, Nottinghamshire"
"Whalton, Northumberland"
"Winston, Durham"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Donington, Shropshire"
"Tong, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Donington, Shropshire"
"Donington, Shropshire"
"Albrighton, Shropshire"
"Ellesmere, Shropshire"
"Stoke-upon-Tern, Shropshire"
"Woolhope, Herefordshire"
"Mapledurham, Hampshire"
"Mapledurham, Hampshire"
"River Tees, Northern England"
"Weston and Wixhill under Redcastle, Shropshire"
"Hereford, Herefordshire"
"Lyonshall, Herefordshire"
"Newnham, Shropshire"
"Church-Stretton, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Sheet, Shropshire"
"Overton, counties Shropshire and Herefordshire"
"Overton, counties Shropshire and Herefordshire"
"Rock or Akes, Shropshire"
"Overton, counties Shropshire and Herefordshire"
"Rock or Akes, Shropshire"
"Overton, counties Shropshire and Herefordshire"
"Rock or Akes, Shropshire"
"Overton, counties Shropshire and Herefordshire"
"Mougrave, Shropshire"
"Mougrave, Shropshire"
"Whittington, Shropshire"
"Whittington, Shropshire"
"Pechesle ? Pixley, Herefordshire"
"Edgmond, Shropshire"
"Newport, Shropshire"
"Shrewsbury, Shropshire"
"Hereford, Herefordshire"
"Mapledurham, Oxfordshire"
"Mapledurham, Hampshire"
"Cantlop, Shropshire"
"Lauder, Berwickshire"
"Auchencrieff, Dumfriesshire"
"Brunschet, Dumfriesshire"
"Dargavel, Dumfr"
"Kimmerghame, Berwickshire"
"Annandale, Dumfriesshire"
"Lessudden al. St Boswells, Roxburghshire"
"Plenmeller, Roxburghshire"
"Bemersyde, Roxburghshire"
"Redpath, Roxburghshire"
"Wigmore Burgus, Herefordshire"
"Preston-le-Skerne, Durham"
"Preston-upon-Tees, Durham"
"Preston-le-Skerne, Durham"
"Preston-upon-Tees, Durham"
"Shrewsbury, Shropshire"
"Brigham, Cumberland"
"Ellesmere, counties Shropshire and Flintshire"
"Whittington, Shropshire"
"Oswestry, Shropshire"
"Llanymynech, counties Shropshire and Montg"
"How Calple, Herefordshire"
"Ross, Herefordshire"
"Upton Bishop, Herefordshire"
"Withington, Herefordshire"
"Upton Bishop, Herefordshire"
"Walford, Herefordshire"
"Lower Weston, Herefordshire"
"Leominster, Herefordshire"
"Frodesley, Shropshire"
"Carlisle, Cumberland"
"Bodcut, Herefordshire"
"Bredwardine, Herefordshire"
"Kingstone, Herefordshire"
"Ledbury, Herefordshire"
"Ledbury, Herefordshire"
"Shrewsbury, Shropshire"
"Ludlow, Shropshire"
"Ludlow, Shropshire"
"Sheinton, Shropshire"
"Northumberland, England"
"Shropshire, England"
"Ashford-Carbonell, Shropshire"
"Condover, Shropshire"
"Drayton Market, Shropshire"
"Larden, Shropshire"
"Buckton, Herefordshire"
"Cleobury Mortimer, Shropshire"
"Ludlow, Shropshire"
"Knockin, Shropshire"
"Estahomma, Herefordshire"
"Westahomma, Bridge Sollers"
"Coldborough, Herefordshire"
"Pontshill, Herefordshire"
"Shipley, Shropshire"
"Eaton Mascott, Shropshire"
"Wigmore, Herefordshire"
"Eaton Mascott, Shropshire"
"Eaton Mascott, Shropshire"
"Crailing, Roxburghshire ; Denholm, Roxburghshire"
"Crailing, Roxburghshire ; Denholm, Roxburghshire"
"Carham, Northumberland"
"Shropshire, England"
"Shropshire, England"
"Knockin, Shropshire"
"Houghton-le-Spring, Durham"
"Penrith, Cumberland"
"Sebergham, Cumberland"
"Gainford, Durham"
"Lanchester, Durham"
"Chilton, Durham"
"Cornsay, Durham"
"Darlington, Durham"
"Newton, Durham"
"Whickham, Durham"
"Whickham, Durham"
"Grindon, Durham"
"Lamesley, Durham"
"Hilton, Durham"
"High Coniscliffe, Durham"
"Killerby, Durham"
"West Auckland, Durham"
"Whickham, Durham"
"Marwood, Durham"
"East Murton, Durham"
"Embleton, Durham"
"Kelloe, Durham"
"Winston, Durham"
"Lamesley, Durham"
"Lanchester, Durham"
"Lanchester, Durham"
"Lamesley, Durham"
"Seaham, Durham"
"Seaham, Durham"
"Hawthorn, Durham"
"Seaham, Durham"
"Hawthorn, Durham"
"Seaham, Durham"
"Willington, Durham"
"Winston, Durham"
"Aislaby, Durham"
"Eu, France"
"Corbridge, Northumberland"
"Milbourne, Northumberland"
"Adderstone, Northumberland"
"Bamburgh, Northumberland"
"Ewart, Northumberland"
"Nesbit, Northumberland"
"Adderstone, Northumberland"
"Bamburgh, Northumberland"
"Ewart, Northumberland"
"Nesbit, Northumberland"
"Sleagill, Westmorland"
"Great Strickland, Westmorland"
"Haughton-le-Skerne, Durham"
"Bishop Auckland, Durham"
"Haughton-le-Skerne, Durham"
"Dalton le Dale, Durham"
"Burneside, Westmorland"
"Kendal, Westmorland"
"Shelve, Shropshire"
"Ledbury, Herefordshire"
"Preston, Northumberland"
"Tynemouth, Northumberland"
"Coddington, Herefordshire"
"Brinsop, Herefordshire"
"Gainford, Durham"
"Bodenham, Herefordshire"
"Little Hereford, Herefordshire"
"Lyonshall, Herefordshire"
"Shropshire, England"
"Shropshire, England"
"Ashford-Carbonell, Shropshire"
"Astley, Shrewsbury"
"Berrington, Shropshire"
"Hadnall, Shropshire"
"Middle, Shropshire"
"Berrington, Shropshire"
"Bridgnorth, Shropshire"
"Shrewsbury, Shropshire"
"Stottesdon, Shropshire"
"Church Stretton, Shropshire"
"Upton Magna, Shropshire"
"Westbury, Shropshire"
"Westbury, Shropshire"
"Much Wenlock, Shropshire"
"Much Cowarne, Herefordshire"
"Eaton, Shropshire"
"Hope Bowdler, Shropshire"
"River Wye, Herefordshire"
"Burneside, Westmorland"
"Crook, Westmorland"
"Kendal, Westmorland"
"Durham, England"
