Heveningham,Suffolk,,,
Hethersett,Norfolk,,,
Hethe,Oxfordshire,,,
Hessle,Yorkshire,,,
Hertingfordbury,Hertfordshire,,,
Hertford,Hertfordshire,,,
Hertford,Hertfordshire,England,Europe,
Hurstmonceaux,Sussex,,,
Western Europe,Herstmonceux,East Sussex,England,"United Kingdom, Europe"
Hersham,Surrey,,,
Herringswell,Suffolk,,,
Herringfleet,Suffolk,,,
Herne Bay,Kent,,,
Herne Bay,Kent,England,"United Kingdom, Europe, Western Europe",
Herne,Kent,,,
Hereford,Herefordshire,,,
Western Europe,Hereford,"Herefordshire, County of",England,"United Kingdom, Europe"
Hepworth,Suffolk,,,
Calder Valley,Heptonstall,West Yorkshire,Yorkshire and The Humber,England
Calder Valley,Heptonstall,West Yorkshire,Yorkshire and The Humber,"England, United Kingdom, Europe, Western Europe"
Heptonstall,Calder Valley,West Yorkshire,Yorkshire and The Humber,"England, United Kingdom, Europe, Western Europe"
Heptonstall,West Yorkshire,Yorkshire and The Humber,England,"United Kingdom, Europe, Western Europe"
Heptonstall,Yorkshire,,,
Hepple,Northumberland,,,
Henton,Somerset,,,
Henstridge,Somerset,,,
Henlow,Bedfordshire,,,
Henley-on-Thames,Oxfordshire,,,
Henley-on-thames,Oxfordshire,England,,
Henley-on-thames,Oxfordshire,England,"United Kingdom, Europe",
Henley,Suffolk,,,
Henham al. Henham-on-the-Hill,Essex,,,
Hengrave,Suffolk,,,
Henfynyw,Cardiganshire,,,
Henfield,Sussex,,,
Hemyock,Devon,,,
Hemswell,Lincolnshire,,,
Hemsby,Norfolk,,,
Hempstead,Norfolk,,,
Hempstead,Essex,,,
Hemley,Suffolk,,,
Hemington,Northamptonshire,,,
Hemington,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Hemingstone,Suffolk,,,
Hemingford-Grey,Huntingdonshire,,,
Hemingford Abbots,Huntingdonshire,,,
Hemingby,Lincolnshire,,,
Helston,Cornwall,,,
Helpringham,Lincolnshire,,,
Helmsley,North Yorkshire,England,"United Kingdom, Europe, Western Europe",
Helmsley,Yorkshire,,,
Helmsdale,Sutherlandshire,,,
Helmdon,Northamptonshire,,,
Hellingly,Sussex,,,
Hellidon,Northamptonshire,,,
Hellesdon,Norfolk,,,
Helion Bumpstead,Essex,,,
Helhoughton,Norfolk,,,
Hele,Devon,,,
Heighington,Lincolnshire,,,
Hedsor,Buckinghamshire,,,
Hedon,Yorkshire,,,
Hedgerley,Buckinghamshire,,,
Heckington,Lincolnshire,,,
Heckfield,Hampshire,,,
Calder Valley,Hebden Bridge,West Yorkshire,Yorkshire and The Humber,England
Hebden Bridge,Calder Valley,West Yorkshire,Yorkshire and The Humber,"England, United Kingdom, Europe, Western Europe"
Hebden Bridge,Heptonstall,West Yorkshire,Yorkshire and The Humber,"England, United Kingdom, Europe, Western Europe"
Hebden Bridge,West Yorkshire,Yorkshire and The Humber,England,"United Kingdom, Europe, Western Europe"
Heaton - Norris,Lancashire,,,
Heaton,Lancashire,,,
Heathfield,Sussex,,,
Heather,Leicestershire,,,
Heath and Reach,Bedfordshire,,,
Heath,Derbyshire,,,
Heapham,Lincolnshire,,,
Heanor,Derbyshire,,,
Heanor,Derbyshire,,,
Heaynor,Derbyshire,,,
Heighnor,Derbyshire,,,
Henar,Derbyshire,,,
Henore,Derbyshire,,,
Henovere,Derbyshire,,,
Heynor,Derbyshire,,,
Heage,Derbyshire,,,
Heage,Derbyshire,,,
Heege,Derbyshire,,,
Heegge,Derbyshire,,,
Heggheygg,Derbyshire,,,
Heighedge,Derbyshire,,,
Hetheygg,Derbyshire,,,
Headington,Oxfordshire,,,
Headcorn,Kent,,,
Headbourne Worthy,Hampshire,,,
Heacham,Norfolk,,,
Hayton,Cumberland,,,
Hayton,Nottinghamshire,,,
Hayle,Cornwall,England,"United Kingdom, Europe, Western Europe",
Hayfield,Derbyshire,,,
Hawton,Nottinghamshire,,,
Hawridge,Buckinghamshire,,,
Hawnby,North Riding of Yorkshire,,,
Hawksworth,Nottinghamshire,,,
Hawkinge,Kent,,,
Hawkhurst,Kent,,,
Hawkedon,Suffolk,,,
Hawick,Roxburghshire,,,
Hawarden,Flintshire,,,
Haverhill,Suffolk,,,
Haverfordwest,Pembrokeshire,,,
Havant,Hampshire,,,
Hauxton,Cambridgeshire,,,
Haughton,Staffordshire,,,
Haughley,Suffolk,,,
Fintray,Aberdeenshire,,,
Hatton,Lincolnshire,,,
Hatton,Warwickshire,,,
Hathersage,Derbyshire,,,
Hathern,Leicestershire,,,
Hatherleigh,Devon,,,
Hatfield Peverel,Essex,,,
Hatfield Broad Oak al. Hatfield Regis,Essex,,,
Hatfield,Hertfordshire,,,
Hatch Beauchamp,Somerset,,,
Hastings,East Sussex,England,"United Kingdom, Europe, Western Europe",
Hastings,East Sussex,Romney Marsh,England,"United Kingdom, Europe, Western Europe"
Hastings,Sussex,,,
Hastingleigh,Kent,,,
Hazel Street,"Hastingleigh, Waltham and Wye, Kent",,,
Hassop,Derbyshire,,,
Hassop,Derbyshire,,,
Hassope,Derbyshire,,,
Haslingfield,Cambridgeshire,,,
Haslemere,Surrey,,,
Haselour,Staffordshire,,,
Hazelbeach,Northamptonshire,,,
Hascombe,Surrey,,,
Harworth,Nottinghamshire,,,
Harwick,Essex,,,
Harvington,Worcestershire,,,
Hartwell,Northamptonshire,,,
Hartshorn,Derbyshire,,,
Hartshorne,Derbyshire,,,
Hartshorne,Derbyshire,,,
Horteshorn,Derbyshire,,,
Hartshill,Warwickshire,,,
Hartpury,Gloucestershire,,,
Hartley Wintney,Hampshire,,,
Hartley,Kent,,,
Hartlebury,Worcestershire,,,
Hartland,Devon,,,
Hartington,Derbyshire,,,
Hartington,Derbyshire,,,
Hertyngton,Derbyshire,,,
Hartford,Huntingdonshire,,,
Hartfield,Sussex,,,
Hartest,Suffolk,,,
Harston,Cambridgeshire,,,
Harrodon,Northamptonshire,,,
Harrogate,West Riding of Yorkshire,,,
Harringworth,Northamptonshire,,,
Harringworth,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Harrington,Lincolnshire,,,
Harrington,Northamptonshire,,,
Hetherington al. Harrington,Northamptonshire,,,
Harrietsham,Kent,,,
Harpswell,Lincolnshire,,,
Harpsden,Oxfordshire,,,
Harpole,Northamptonshire,,,
Harpley,Norfolk,,,
Harpham,Yorkshire,,,
Harpenden,Hertfordshire,,,
Harmston,Lincolnshire,,,
Harlow,Essex,,,
Harlington,Bedfordshire,,,
Harlestone,Northamptonshire,,,
Harleston,Norfolk,,,
Harlaxton,Lincolnshire,,,
Harkstead,Suffolk,,,
Hargrave,Northamptonshire,,,
Hargrave,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Hargrave,Suffolk,,,
Harford,Devon,,,
Haresfield,Gloucestershire,,,
Harescombe,Gloucestershire,,,
Hardwicke,Gloucestershire,,,
Hardwick,Norfolk,,,
Hardwick,Northamptonshire,,,
Hardwicke,Cambridgeshire,,,
Hardwick,Buckinghamshire,,,
Hardington,Somerset,,,
Hardingstone,Northamptonshire,,,
Hardenhuish,Wiltshire,,,
Harby,Leicestershire,,,
Harbury,Warwickshire,,,
Harbledown,Kent,,,
Happisburgh,Norfolk,,,
Hanwell,Oxfordshire,,,
Hanthorpe,Lincolnshire,,,
Hanley Castle,Worcestershire,,,
Hankerton,Wiltshire,,,
Hanging Langford,Wiltshire,,,
Hanbury,Staffordshire,,,
Hanbury,Worcestershire,,,
Hampton Lucy al. Bishop's Hampton,Warwickshire,,,
Hampton Lucy,Warwickshire,,,
Hampton Bishop,Herefordshire,,,
Hampton,Shropshire,,,
Hampsthwaite,Yorkshire,,,
Hampreston,Dorset,,,
Hampnett,Gloucestershire,,,
Hammoon,Dorset,,,
Hammerwich,Staffordshire,,,
Hamilton,Lanarkshire,,,
Hamerton,Huntingdonshire,,,
Hameringham,Lincolnshire,,,
Hambleton,Yorkshire,,,
Hambledon,Surrey,,,
Hambledon,Hampshire,,,
Hambleden,Buckinghamshire,,,
Hamble-le-Rice,Hampshire,,,
Ham,Wiltshire,,,
Halwell,Devon,,,
Halvergate,Norfolk,,,
Chesterholm,"Haltwhistle, Northumberland",,,
Haltwhistle,Northumberland,,,
Halton Holgate,Lincolnshire,,,
Halton,Lancashire,,,
Halton,Buckinghamshire,,,
Halstock,Dorset,,,
Halstead,Essex,,,
Halstead,Kent,,,
Halsham,Yorkshire,,,
Halse,Somerset,,,
Halsall,Lancashire,,,
Hallow,Worcestershire,,,
Hallaton,Leicestershire,,,
Halkin,Flintshire,,,
Halkirk,Caithness-shire,,,
Halifax,West Riding of Yorkshire,,,
Halford,Warwickshire,,,
Halesworth,Suffolk,,,
Hales,Norfolk,,,
Hale,Cumberland,,,
Hale,Hampshire,,,
Halberton,Devon,,,
Hainton,Lincolnshire,,,
Hail Weston,Huntingdonshire,,,
Hailsham,Sussex,,,
Hagworthingham,Lincolnshire,,,
Hagley,Worcestershire,,,
Hadstock,Essex,,,
Hadnall,Shropshire,,,
Hadlow,Kent,,,
Hadleigh,Suffolk,,,
Hadleigh,Essex,,,
Haddon Hall,Derbyshire,,,
Haddon,Huntingdonshire,,,
Haddiscoe,Norfolk,,,
Haddenham,Cambridgeshire,,,
Haddenham,Buckinghamshire,,,
Hackthorn,Lincolnshire,,,
Hackness,Yorkshire,,,
Hackleton,Northamptonshire,,,
Hackington,Kent,,,
Haceby,Lincolnshire,,,
Habberley,Shropshire,,,
Gwydir,Caernarfonshire,,,
Gwyddelwern,Merionethshire,,,
Gwithian,Cornwall,,,
Gwinear,Cornwall,,,
Gussage St Michael,Dorset,,,
Gunwalloe,Cornwall,,,
Gunton,Suffolk,,,
Gumley,Leicestershire,,,
Gumfreston,Pembrokeshire,,,
Gulval,Cornwall,,,
Guilsfield,Montgomeryshire,,,
Guilsborough,Northamptonshire,,,
Guildford,Surrey,,,
Guildford,Surrey,England,"United Kingdom, Europe",
Guilden Morden,Cambridgeshire,,,
Guestwick,Norfolk,,,
Guestling,Sussex,,,
Grundisburgh,Suffolk,,,
Grosmont,Monmouthshire,,,
Grittleton,Wiltshire,,,
Griston,Norfolk,,,
Grinton,North Riding of Yorkshire,,,
Grinshill,Shropshire,,,
Gringley,Nottinghamshire,,,
Gringley-on-the-Hill,Nottinghamshire,,,
Grindon,Staffordshire,,,
Grimston,Norfolk,,,
Grimsargh,Lancashire,,,
Grimoldby,Lincolnshire,,,
Greystoke,Cumberland,,,
Gretton,Northamptonshire,,,
Gretton,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Gretton,Gloucestershire,,,
Gretna Green,Dumfriesshire,,,
Gressingham,Lancashire,,,
Grendon Underwood,Buckinghamshire,,,
Grendon,Warwickshire,,,
Grendon,Northamptonshire,,,
Greinton,Somerset,,,
Greet,Shropshire,,,
Greensted,Essex,,,
Greenloaning,Perthshire,,,
Greenhithe,Kent,,,
Nether al. Great Yeldham,Essex,,,
"Bure, River",Norfolk,Great Yarmouth,Suffolk,England
Great Yarmouth,Norfolk,,,
Yarmouth,Norfolk,,,
Great Wyrley,Staffordshire,,,
Great Wymondley,Hertfordshire,,,
Wymondley,Hertfordshire,,,
Great Wratting,Suffolk,,,
Wratting,Suffolk,,,
Greatworth,Northamptonshire,,,
Great Wishford,Wiltshire,,,
Wilbraham,Cambridgeshire,,,
Great Waltham,Essex,,,
Great Waldingfield,Suffolk,,,
Waldingfield,Suffolk,,,
Great Wakering,Essex,,,
Great Totham,Essex,,,
Totham,Essex,,,
Great Torrington,Devon,,,
Torrington,Devon,,,
Great Tey,Essex,,,
Great Tew,Oxfordshire,,,
Great Sturton,Lincolnshire,,,
Great Stukeley,Huntingdonshire,,,
Great Strickland,Westmorland,,,
Stretton,Leicestershire,,,
Great Staughton,Huntingdonshire,,,
Great Snoring,Norfolk,,,
Great Smeaton,Yorkshire,,,
Shefford,Berkshire,,,
West Shefford,Berkshire,,,
Great Saxham,Suffolk,,,
Saxham,Suffolk,,,
Great Sampford,Essex,,,
Great Saling,Essex,,,
Great Ryburgh,Norfolk,,,
Mechell Rollesley,Derbyshire,,,
Rollesley,Derbyshire,,,
Rouleslegh,Derbyshire,,,
Roulesley,Derbyshire,,,
Roulislegh,Derbyshire,,,
Roulisleye,Derbyshire,,,
Rowsley,Derbyshire,,,
Great Rollright,Oxfordshire,,,
Great Ponton,Lincolnshire,,,
Great Plumstead,Norfolk,,,
Great Paxton,Huntingdonshire,,,
Great Parndon,Essex,,,
Great Oxendon,Northamptonshire,,,
Oxendon,Northamptonshire,,,
Ormside,Westmorland,,,
Great Offley,Hertfordshire,,,
Offley,Hertfordshire,,,
Great Oakley,Northamptonshire,,,
Great Oakley,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Great Musgrave,Westmorland,,,
Great Munden,Hertfordshire,,,
Great Mongeham,Kent,,,
Mongeham,Kent,,,
Great Missenden,Buckinghamshire,,,
Great Milton,Oxfordshire,,,
Great Massingham,Norfolk,,,
Great Maplestead,Essex,,,
Maplestead,Essex,,,
Great Malvern,Worcestershire,,,
Great Livermere,Suffolk,,,
Livermere,Suffolk,,,
Great Limber,Lincolnshire,,,
Great Leighs,Essex,,,
Great Langton,Yorkshire,,,
Great Kimble,Buckinghamshire,,,
Great Houghton,Northamptonshire,,,
Houghton,Northamptonshire,,,
Great Horwood,Buckinghamshire,,,
Great Hormead,Hertfordshire,,,
Great Haseley,Oxfordshire,,,
Great Hampden,Buckinghamshire,,,
Great Hallingbury,Essex,,,
Great Hale,Lincolnshire,,,
Gransden,Huntingdonshire,,,
Great Gransden,Huntingdonshire,,,
Great Gonerby,Lincolnshire,,,
"Great Givendale, with Grimthorpe",East Riding of Yorkshire,,,
Gidding,Huntingdonshire,,,
Great Gidding,Huntingdonshire,,,
Great Gaddesden,Hertfordshire,,,
Great Fransham,Norfolk,,,
Greatford,Lincolnshire,,,
Finborough,Suffolk,,,
Great Ellingham,Norfolk,,,
Great Easton,Leicestershire,,,
Great Easton,Essex,,,
Dunmow,Essex,,,
Great Dunmow,Essex,,,
Great Dunham,Norfolk,,,
Driffield,East Riding of Yorkshire,,,
Great Doddington,Northamptonshire,,,
Cubley,Derbyshire,,,
Great Cressingham,Norfolk,,,
Great Creaton,Northamptonshire,,,
Great Cornard,Suffolk,,,
Comberton - Magna,Worcestershire,,,
Chesterford,Essex,,,
Great Chesterford,Essex,,,
Great Chart,Kent,,,
Great Carlton,Lincolnshire,,,
Great Canfield,Essex,,,
Great Burstead,Essex,,,
Appleton,Great Budworth,,,
Great Brington,Northamptonshire,,,
Great Brickhill,Buckinghamshire,,,
Great Bowden,Leicestershire,,,
Great Bookham,Surrey,,,
Great Bircham,Norfolk,,,
Billing,Northamptonshire,,,
Great Billing,Northamptonshire,,,
Great Bentley,Essex,,,
Great Barton,Suffolk,,,
Great Barton,Suffolk,England,"United Kingdom, Europe",
Great Bardfield,Essex,,,
Great Baddow,Essex,,,
Great Ayton,North Riding of Yorkshire,,,
Great Ashfield,Suffolk,,,
Great Amwell,Hertfordshire,,,
Altcar,Lancashire,,,
Great Alne,Warwickshire,,,
Addington,Northamptonshire,,,
Great Addington,Northamptonshire,,,
Great Addington,Northamptonshire,England,"United Kingdom, Europe",
Western Europe,Great Addington,Northamptonshire,England,"United Kingdom, Europe"
Greasley,Nottinghamshire,,,
Greasley,Nottinghamshire,,,
Greasbrough,West Riding of Yorkshire,,,
England,Kent,Gravesend,Europe,
Gravesend,Kent,,,
Gravesend,Kent,England,Europe,
Gravesend,Kent,England,"United Kingdom, Europe, Western Europe",
Gravenhurst,Bedfordshire,,,
Graveney,Kent,,,
Graveley,Cambridgeshire,,,
Almesho,Graveley,Hertfordshire,,
Graveley,Hertfordshire,,,
Grateley,Hampshire,,,
Grasmere,Cumbria,England,"United Kingdom, Europe, Western Europe",
Grasmere,Westmorland,,,
Grasby,Lincolnshire,,,
Grantown,Invernesshire,,,
Grantham,Lincolnshire,,,
Grandborough,Warwickshire,,,
Grandborough,Buckinghamshire,,,
Granby,Nottinghamshire,,,
Grampound,Cornwall,,,
Grainsby,Lincolnshire,,,
Grafton Underwood,Northamptonshire,,,
Grafton Underwood,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Grafton,Northamptonshire,,,
Grafton,Wiltshire,,,
Graffham,Huntingdonshire,,,
Graffham,Sussex,,,
Grade,Cornwall,,,
Goxhill,East Riding of Yorkshire,,,
Goulceby,Lincolnshire,,,
Goudhurst,Kent,,,
Gotham,Nottinghamshire,,,
Gosport,Hampshire,,,
Gosforth,Cumberland,,,
Gosfield,Essex,,,
Gosberton,Lincolnshire,,,
Gorleston,formerly county Suffolk,,,
Goring,Sussex,,,
Goring,Oxfordshire,,,
Gorefield,Cambridgeshire,,,
Goodwood,Sussex,,,
Goodwin Sands,Kent,,,
Goodrich,Herefordshire,,,
Goodrich,"Herefordshire, County of",England,"United Kingdom, Europe, Western Europe",
Goodnestone,Kent,,,
Goodmanham,Yorkshire,,,
Gooderstone,Norfolk,,,
Good Easter,Essex,,,
Gomshall,Surrey,,,
Golspie,Sutherlandshire,,,
Goldhanger,Essex,,,
Golden Grove,Carmarthenshire,,,
Godstone,Surrey,,,
Godmersham,Kent,,,
Godmanchester,Huntingdonshire,,,
Godalming,Surrey,,,
Goathurst,Somerset,,,
Goadby Marwood,Leicestershire,,,
Gnosall,Staffordshire,,,
Glynde,Sussex,,,
Gloucester,Gloucestershire,England,"United Kingdom, Europe, Western Europe",
Glossop,Derbyshire,,,
Glossop,Derbyshire,,,
Glenfield,Leicestershire,,,
Glenelg,Invernesshire,,,
Glemsford,Suffolk,,,
Glazeley,Shropshire,,,
Glatton,Huntingdonshire,,,
Glastonbury,Somerset,,,
Glastonbury,Somerset,England,"United Kingdom, Europe, Western Europe",
Glassonby,Cumberland,,,
"Glaslyn, River",Gwynedd,Wales,,
Glapthorn,Northamptonshire,,,
Glapthorn,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Glamis,Angus,Scotland,"United Kingdom, Europe, Western Europe",
Gladsmuir,Haddingtonshire,,,
Gislingham,Suffolk,,,
Gisleham,Suffolk,,,
Girton,Cambridgeshire,,,
Gipping,Suffolk,,,
Gilmorton,Leicestershire,,,
Gillingham,Kent,,,
Gillingham,Kent,England,"United Kingdom, Europe, Western Europe",
Gillingham,Dorset,,,
Gilling,North Riding of Yorkshire,,,
Gilcrux,Cumberland,,,
Giggleswick,Yorkshire,,,
Gerrans,Cornwall,,,
Germoe,Cornwall,,,
George Nympton,Devon,,,
Geldeston,Norfolk,,,
Gedney,Lincolnshire,,,
Gedling,Nottinghamshire,,,
Geddington,Northamptonshire,,,
Geddington,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Gazeley,Suffolk,,,
Gaywood,Norfolk,,,
Gayton Thorpe,Norfolk,,,
Gayton,Northamptonshire,,,
Gattonside,Roxburghshire,,,
Gatton,Surrey,,,
Gasthorpe,Norfolk,,,
Garway,Herefordshire,,,
Garveston,Norfolk,,,
Garton,Yorkshire,,,
Garstang,Lancashire,,,
Garsington,Oxfordshire,,,
Garsdon,Wiltshire,,,
Garrigill,Cumberland,,,
Gargrave,Yorkshire,,,
Garboldisham,Norfolk,,,
Gamston,Nottinghamshire,,,
Gamlingay,Cambridgeshire,,,
Gairloch,"Ewe, Loch",Highland,Scotland,"United Kingdom, Europe, Western Europe"
Gairloch,Highland,Gruinard Island,Inner Hebrides,"Hebrides, Scotland, United Kingdom, Europe, Western Europe"
Gairloch,Highland,Scotland,"United Kingdom, Europe",
Gairloch,Highland,Scotland,"United Kingdom, Europe, Western Europe",
Gairloch,Ross and Cromarty,,,
Gainsborough,Lincolnshire,,,
Gaddesby,Leicestershire,,,
Fyvie,Aberdeenshire,,,
Fyfield,Essex,,,
Fyfield,Wiltshire,,,
Fyfield,Hampshire,,,
Funtington,Sussex,,,
Fulmodeston,Norfolk,,,
Fulmer,Buckinghamshire,,,
Fulletby,Lincolnshire,,,
Fulford,Staffordshire,,,
Fulbourne,Cambridgeshire,,,
Fulbeck,Lincolnshire,,,
Froyle,Hampshire,,,
Froxfield,Wiltshire,,,
Frostenden,Suffolk,,,
Frome,Somerset,,,
Frome,Somerset,England,"United Kingdom, Europe",
Froghall,Staffordshire,,,
Frodesley,Shropshire,,,
Fritwell,Oxfordshire,,,
Frittenden,Kent,,,
Frithelstock,Devon,,,
Friston,Suffolk,,,
Friston,Sussex,,,
Friskney,Lincolnshire,,,
Frisby,Leicestershire,,,
Frinton,Essex,,,
Fringford,Oxfordshire,,,
Frimley,Surrey,,,
Frilsham,Berkshire,,,
Fridaythorpe,East Riding of Yorkshire,,,
Friars Carse,Dumfriesshire,,,
Freystrop,Pembrokeshire,,,
Fryerning,Essex,,,
Freston,Suffolk,,,
Fressingfield,Suffolk,,,
Freshwater,Isle of Wight,,,
Freshford,Somerset,,,
Frensham,Surrey,,,
Fremington,Devon,,,
Frieston,Lincolnshire,,,
Freeby,Leicestershire,,,
Frant,Sussex,,,
Frankton,Shropshire,,,
Frankley,Worcestershire,,,
Framsden,Suffolk,,,
Frampton-on-Severn,Gloucestershire,,,
Frampton,Lincolnshire,,,
Frampton,Dorset,,,
Framlingham,Suffolk,,,
Framilode,Gloucestershire,,,
Framfield,Sussex,,,
"Foyers, River",Highland,Scotland,,
Foxton,Leicestershire,,,
Foxton,Cambridgeshire,,,
Foxley,Wiltshire,,,
Foxholes,Yorkshire,,,
Foxham,Wiltshire,,,
Fownhope,Herefordshire,,,
Fowey,Cornwall,,,
Foveran,Aberdeenshire,,,
Fovant,Wiltshire,,,
Foulsham,Norfolk,,,
Foulridge,Lancashire,,,
Foulness,Essex,,,
Foulden,Norfolk,,,
Fotheringhay,Northamptonshire,,,
Fotheringhay,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Foston,East Riding of Yorkshire,,,
Foston,Lincolnshire,,,
Fossdyke,Lincolnshire,,,
Fort William,Invernesshire,,,
Fortrose,Ross and Cromarty,,,
Forton,Lancashire,,,
Forteviot,Perthshire,,,
Fort Augustus,Invernesshire,,,
Forres,Moray,,,
Fornham All Saints,Suffolk,,,
Forncett,Norfolk,,,
Forgandenny,Perthshire,,,
Fordwich,Kent,,,
Fordingbridge,Hampshire,,,
Fordingbridge,Hampshire,England,"United Kingdom, Europe",
Fordham,Cambridgeshire,,,
Fordham,Essex,,,
Forden,Montgomeryshire,,,
Ford,Northumberland,,,
Ford al. Fordholme,Shropshire,,,
Ford,Sussex,,,
Forcett,Yorkshire,,,
Fontmell Magna,Dorset,,,
Folkton,Yorkshire,,,
Folksworth,Huntingdonshire,,,
Falkingham,Lincolnshire,,,
Folkestone,Kent,,,
Folkestone,Kent,England,"United Kingdom, Europe, Western Europe",
Folkestone,Kent,Romney Marsh,England,"United Kingdom, Europe, Western Europe"
Flushing,Cornwall,,,
Flotta,Orkney Islands,,,
Flordon,Norfolk,,,
Flixton,Suffolk,,,
Flitwick,Bedfordshire,,,
Flitton,Bedfordshire,,,
Flitcham,Norfolk,,,
Flintham,Nottinghamshire,,,
Fletching,Sussex,,,
Flempton,Suffolk,,,
Fleetwood,Lancashire,,,
Fleet,Lincolnshire,,,
Fledborough,Nottinghamshire,,,
Flaxley,Gloucestershire,,,
Faxfleet,East Riding of Yorkshire,,,
Flaunden,Hertfordshire,,,
Flamstead,Hertfordshire,,,
Flamborough,East Riding of Yorkshire,,,
Flagg,Derbyshire,,,
Flagg,Derbyshire,,,
Flagge,Derbyshire,,,
Fladbury,Worcestershire,,,
Fivehead,Somerset,,,
Fitzhead,Somerset,,,
Fittleworth,Sussex,,,
Fittleton,Wiltshire,,,
Fiskerton,Lincolnshire,,,
Fiskerton,Nottinghamshire,,,
Fiskerton,Nottinghamshire,,,
Fishtoft,Lincolnshire,,,
Fishguard,Pembrokeshire,,,
Fisherton,Wiltshire,,,
Fishbourne,Sussex,,,
Finningham,Suffolk,,,
Finmere,Oxfordshire,,,
Fingall,Yorkshire,,,
Finghall,North Riding of Yorkshire,,,
Fingest al. Finghurst,Buckinghamshire,,,
Finedon,Northamptonshire,,,
Finedon,Northamptonshire,England,"United Kingdom, Europe, Western Europe",
Findon,Sussex,,,
Findern,Derbyshire,,,
Finchingfield,Essex,,,
Fincham,Norfolk,,,
Fillongley,Warwickshire,,,
Fillingham,Lincolnshire,,,
Filleigh,Devon,,,
Filby,Norfolk,,,
Figheldean,Wiltshire,,,
Fifield,Oxfordshire,,,
Fetteresso,Kincardineshire,,,
Fettercairn,Kincardineshire,,,
Fetterangus,Banffshire,,,
Fersfield,Norfolk,,,
Ferrybridge,West Riding of Yorkshire,,,
West Ferring,Sussex,,,
Fernhurst,Sussex,,,
Feock,Cornwall,,,
Fenstanton,Huntingdonshire,,,
"Tilt, River","Fender, River",Perth and Kinross,Scotland,
Feltwell,Norfolk,,,
Feltham,Somerset,,,
Felsham,Suffolk,,,
Felpham,Sussex,,,
Felmingham,Norfolk,,,
Felixstowe,Suffolk,,,
Felixkirk,North Riding of Yorkshire,,,
Felbrigg,Norfolk,,,
Felbridge,Surrey,,,
Feckenham,Worcestershire,,,
Fearn,Ross and Cromarty,,,
Faxton,Northamptonshire,,,
Fawsley,Northamptonshire,,,
Fawley,Berkshire,,,
Fawley,Hampshire,,,
Faversham,Kent,,,
Faversham,Kent,England,"United Kingdom, Europe, Western Europe",
Faversham,Kent,Romney Marsh,England,"United Kingdom, Europe, Western Europe"
Faulkbourne,Essex,,,
Fauld,Staffordshire,,,
Farthingstone,Northamptonshire,,,
Farrington Gurney,Somerset,,,
Farr,Sutherlandshire,,,
Farnsfield,Nottinghamshire,,,
Farnsfield,Nottinghamshire,,,
Farnley,Yorkshire,,,
Farningham,Kent,,,
Farningham,Kent,England,"United Kingdom, Europe, Western Europe",
Farnham Royal al. Verdon,Buckinghamshire,,,
Farnham,Suffolk,,,
Farnham,Essex,,,
Farnham,Surrey,,,
Farnham,Dorset,,,
Farnell,Forfarshire,,,
Farndon,Nottinghamshire,,,
Farnborough,Warwickshire,,,
Farnborough,Berkshire,,,
Farlow,Shropshire,,,
Farley,Wiltshire,,,
Farley,Surrey,,,
Faringdon,Oxfordshire,England,"United Kingdom, Europe",
Farewell,Staffordshire,,,
Farewell,Staffordshire,,,
Farwall,Staffordshire,,,
Farwell,Staffordshire,,,
Farcet,Huntingdonshire,,,
Falstone,Northumberland,,,
Falmouth,Cornwall,,,
Falmer,Sussex,,,
Falkland,Fifeshire,,,
Faldingworth,Lincolnshire,,,
Fakenham,Norfolk,,,
Fairlight,Sussex,,,
Fairlie,Ayrshire,,,
Fairford,Gloucestershire,,,
Fairfield,Derbyshire,,,
Eythorne,Kent,,,
Ensham,Oxfordshire,,,
Eynsham,Oxfordshire,,,
Eyke,Suffolk,,,
Eye,Suffolk,,,
Eydon,Northamptonshire,,,
Aihum,Derbyshire,,,
Eam,Derbyshire,,,
Eayam,Derbyshire,,,
Eayme,Derbyshire,,,
Eium,Derbyshire,,,
Eyam Clyf,Derbyshire,,,
Eyam,Derbyshire,,,
Eyam,Derbyshire,,,
Eyham Clyf,Derbyshire,,,
Eyom Clif,Derbyshire,,,
Eyom Clyf,Derbyshire,,,
Eyom or Midylton Clyf,Derbyshire,,,
Eyom,Derbyshire,,,
Eyome,Derbyshire,,,
Eyum,Derbyshire,,,
Mediltonclyf,Derbyshire,,,
Midultoncliff,Derbyshire,,,
Midylton Clyf,Derbyshire,,,
Mydelton Clyf,Derbyshire,,,
Mydeltonclyff,Derbyshire,,,
"Riley, Eyam",Derbyshire,,,
Rylegh Leyes,Derbyshire,,,
Ryley,Derbyshire,,,
Ryleye,Derbyshire,,,
Exton,Somerset,,,
Exning,Suffolk,,,
Exmouth,Devon,,,
Exminster,Devon,,,
Exhall,Warwickshire,,,
